r,rr,l,f,y,Trade
"REGION1","REGION1","SEA2N","WND",2021,0
"REGION1","REGION1","SEA2N","WND",2022,0
"REGION1","REGION1","SEA2N","WND",2023,0
"REGION1","REGION1","SEA2N","WND",2024,0
"REGION1","REGION1","SEA2N","WND",2025,0
"REGION1","REGION1","SEA2N","WND",2026,0
"REGION1","REGION1","SEA2N","WND",2027,0
"REGION1","REGION1","SEA2N","WND",2028,0
"REGION1","REGION1","SEA2N","WND",2029,0
"REGION1","REGION1","SEA2N","WND",2030,0
"REGION1","REGION1","SEA2N","WND",2031,0
"REGION1","REGION1","SEA2N","WND",2032,0
"REGION1","REGION1","SEA2N","WND",2033,0
"REGION1","REGION1","SEA2N","WND",2034,0
"REGION1","REGION1","SEA2N","WND",2035,0
"REGION1","REGION1","SEA2N","WND",2036,0
"REGION1","REGION1","SEA2N","WND",2037,0
"REGION1","REGION1","SEA2N","WND",2038,0
"REGION1","REGION1","SEA2N","WND",2039,0
"REGION1","REGION1","SEA2N","WND",2040,0
"REGION1","REGION1","SEA2N","WND",2041,0
"REGION1","REGION1","SEA2N","WND",2042,0
"REGION1","REGION1","SEA2N","WND",2043,0
"REGION1","REGION1","SEA2N","WND",2044,0
"REGION1","REGION1","SEA2N","WND",2045,0
"REGION1","REGION1","SEA2N","WND",2046,0
"REGION1","REGION1","SEA2N","WND",2047,0
"REGION1","REGION1","SEA2N","WND",2048,0
"REGION1","REGION1","SEA2N","WND",2049,0
"REGION1","REGION1","SEA2N","WND",2050,0
"REGION1","REGION1","SEA2N","PWRWND",2020,0
"REGION1","REGION1","SEA2N","PWRWND",2021,0
"REGION1","REGION1","SEA2N","PWRWND",2022,0
"REGION1","REGION1","SEA2N","PWRWND",2023,0
"REGION1","REGION1","SEA2N","PWRWND",2024,0
"REGION1","REGION1","SEA2N","PWRWND",2025,0
"REGION1","REGION1","SEA2N","PWRWND",2026,0
"REGION1","REGION1","SEA2N","PWRWND",2027,0
"REGION1","REGION1","SEA2N","PWRWND",2028,0
"REGION1","REGION1","SEA2N","PWRWND",2029,0
"REGION1","REGION1","SEA2N","PWRWND",2030,0
"REGION1","REGION1","SEA2N","PWRWND",2031,0
"REGION1","REGION1","SEA2N","PWRWND",2032,0
"REGION1","REGION1","SEA2N","PWRWND",2033,0
"REGION1","REGION1","SEA2N","PWRWND",2034,0
"REGION1","REGION1","SEA2N","PWRWND",2035,0
"REGION1","REGION1","SEA2N","PWRWND",2036,0
"REGION1","REGION1","SEA2N","PWRWND",2037,0
"REGION1","REGION1","SEA2N","PWRWND",2038,0
"REGION1","REGION1","SEA2N","PWRWND",2039,0
"REGION1","REGION1","SEA2N","PWRWND",2040,0
"REGION1","REGION1","SEA2N","PWRWND",2041,0
"REGION1","REGION1","SEA2N","PWRWND",2042,0
"REGION1","REGION1","SEA2N","PWRWND",2043,0
"REGION1","REGION1","SEA2N","PWRWND",2044,0
"REGION1","REGION1","SEA2N","PWRWND",2045,0
"REGION1","REGION1","SEA2N","PWRWND",2046,0
"REGION1","REGION1","SEA2N","PWRWND",2047,0
"REGION1","REGION1","SEA2N","PWRWND",2048,0
"REGION1","REGION1","SEA2N","PWRWND",2049,0
"REGION1","REGION1","SEA2N","PWRWND",2050,0
"REGION1","REGION1","SEA2N","PWRBIO",2020,0
"REGION1","REGION1","SEA2N","PWRBIO",2021,0
"REGION1","REGION1","SEA2N","PWRBIO",2022,0
"REGION1","REGION1","SEA2N","PWRBIO",2023,0
"REGION1","REGION1","SEA2N","PWRBIO",2024,0
"REGION1","REGION1","SEA2N","PWRBIO",2025,0
"REGION1","REGION1","SEA2N","PWRBIO",2026,0
"REGION1","REGION1","SEA2N","PWRBIO",2027,0
"REGION1","REGION1","SEA2N","PWRBIO",2028,0
"REGION1","REGION1","SEA2N","PWRBIO",2029,0
"REGION1","REGION1","SEA2N","PWRBIO",2030,0
"REGION1","REGION1","SEA2N","PWRBIO",2031,0
"REGION1","REGION1","SEA2N","PWRBIO",2032,0
"REGION1","REGION1","SEA2N","PWRBIO",2033,0
"REGION1","REGION1","SEA2N","PWRBIO",2034,0
"REGION1","REGION1","SEA2N","PWRBIO",2035,0
"REGION1","REGION1","SEA2N","PWRBIO",2036,0
"REGION1","REGION1","SEA2N","PWRBIO",2037,0
"REGION1","REGION1","SEA2N","PWRBIO",2038,0
"REGION1","REGION1","SEA2N","PWRBIO",2039,0
"REGION1","REGION1","SEA2N","PWRBIO",2040,0
"REGION1","REGION1","SEA2N","PWRBIO",2041,0
"REGION1","REGION1","SEA2N","PWRBIO",2042,0
"REGION1","REGION1","SEA2N","PWRBIO",2043,0
"REGION1","REGION1","SEA2N","PWRBIO",2044,0
"REGION1","REGION1","SEA2N","PWRBIO",2045,0
"REGION1","REGION1","SEA2N","PWRBIO",2046,0
"REGION1","REGION1","SEA2N","PWRBIO",2047,0
"REGION1","REGION1","SEA2N","PWRBIO",2048,0
"REGION1","REGION1","SEA2N","PWRBIO",2049,0
"REGION1","REGION1","SEA2N","PWRBIO",2050,0
"REGION1","REGION1","SEA2N","SOL",2020,0
"REGION1","REGION1","SEA2N","SOL",2021,0
"REGION1","REGION1","SEA2N","SOL",2022,0
"REGION1","REGION1","SEA2N","SOL",2023,0
"REGION1","REGION1","SEA2N","SOL",2024,0
"REGION1","REGION1","SEA2N","SOL",2025,0
"REGION1","REGION1","SEA2N","SOL",2026,0
"REGION1","REGION1","SEA2N","SOL",2027,0
"REGION1","REGION1","SEA2N","SOL",2028,0
"REGION1","REGION1","SEA2N","SOL",2029,0
"REGION1","REGION1","SEA2N","SOL",2030,0
"REGION1","REGION1","SEA2N","SOL",2031,0
"REGION1","REGION1","SEA2N","SOL",2032,0
"REGION1","REGION1","SEA2N","SOL",2033,0
"REGION1","REGION1","SEA2N","SOL",2034,0
"REGION1","REGION1","SEA2N","SOL",2035,0
"REGION1","REGION1","SEA2N","SOL",2036,0
"REGION1","REGION1","SEA2N","SOL",2037,0
"REGION1","REGION1","SEA2N","SOL",2038,0
"REGION1","REGION1","SEA2N","SOL",2039,0
"REGION1","REGION1","SEA2N","SOL",2040,0
"REGION1","REGION1","SEA2N","SOL",2041,0
"REGION1","REGION1","SEA2N","SOL",2042,0
"REGION1","REGION1","SEA2N","SOL",2043,0
"REGION1","REGION1","SEA2N","SOL",2044,0
"REGION1","REGION1","SEA2N","SOL",2045,0
"REGION1","REGION1","SEA2N","SOL",2046,0
"REGION1","REGION1","SEA2N","SOL",2047,0
"REGION1","REGION1","SEA2N","SOL",2048,0
"REGION1","REGION1","SEA2N","SOL",2049,0
"REGION1","REGION1","SEA2N","SOL",2050,0
"REGION1","REGION1","SEA2N","PWRSOL",2020,0
"REGION1","REGION1","SEA2N","PWRSOL",2021,0
"REGION1","REGION1","SEA2N","PWRSOL",2022,0
"REGION1","REGION1","SEA2N","PWRSOL",2023,0
"REGION1","REGION1","SEA2N","PWRSOL",2024,0
"REGION1","REGION1","SEA2N","PWRSOL",2025,0
"REGION1","REGION1","SEA2N","PWRSOL",2026,0
"REGION1","REGION1","SEA2N","PWRSOL",2027,0
"REGION1","REGION1","SEA2N","PWRSOL",2028,0
"REGION1","REGION1","SEA2N","PWRSOL",2029,0
"REGION1","REGION1","SEA2N","PWRSOL",2030,0
"REGION1","REGION1","SEA2N","PWRSOL",2031,0
"REGION1","REGION1","SEA2N","PWRSOL",2032,0
"REGION1","REGION1","SEA2N","PWRSOL",2033,0
"REGION1","REGION1","SEA2N","PWRSOL",2034,0
"REGION1","REGION1","SEA2N","PWRSOL",2035,0
"REGION1","REGION1","SEA2N","PWRSOL",2036,0
"REGION1","REGION1","SEA2N","PWRSOL",2037,0
"REGION1","REGION1","SEA2N","PWRSOL",2038,0
"REGION1","REGION1","SEA2N","PWRSOL",2039,0
"REGION1","REGION1","SEA2N","PWRSOL",2040,0
"REGION1","REGION1","SEA2N","PWRSOL",2041,0
"REGION1","REGION1","SEA2N","PWRSOL",2042,0
"REGION1","REGION1","SEA2N","PWRSOL",2043,0
"REGION1","REGION1","SEA2N","PWRSOL",2044,0
"REGION1","REGION1","SEA2N","PWRSOL",2045,0
"REGION1","REGION1","SEA2N","PWRSOL",2046,0
"REGION1","REGION1","SEA2N","PWRSOL",2047,0
"REGION1","REGION1","SEA2N","PWRSOL",2048,0
"REGION1","REGION1","SEA2N","PWRSOL",2049,0
"REGION1","REGION1","SEA2N","PWRSOL",2050,0
"REGION1","REGION1","SEA2N","HYD",2020,0
"REGION1","REGION1","SEA2N","HYD",2021,0
"REGION1","REGION1","SEA2N","HYD",2022,0
"REGION1","REGION1","SEA2N","HYD",2023,0
"REGION1","REGION1","SEA2N","HYD",2024,0
"REGION1","REGION1","SEA2N","HYD",2025,0
"REGION1","REGION1","SEA2N","HYD",2026,0
"REGION1","REGION1","SEA2N","HYD",2027,0
"REGION1","REGION1","SEA2N","HYD",2028,0
"REGION1","REGION1","SEA2N","HYD",2029,0
"REGION1","REGION1","SEA2N","HYD",2030,0
"REGION1","REGION1","SEA2N","HYD",2031,0
"REGION1","REGION1","SEA2N","HYD",2032,0
"REGION1","REGION1","SEA2N","HYD",2033,0
"REGION1","REGION1","SEA2N","HYD",2034,0
"REGION1","REGION1","SEA2N","HYD",2035,0
"REGION1","REGION1","SEA2N","HYD",2036,0
"REGION1","REGION1","SEA2N","HYD",2037,0
"REGION1","REGION1","SEA2N","HYD",2038,0
"REGION1","REGION1","SEA2N","HYD",2039,0
"REGION1","REGION1","SEA2N","HYD",2040,0
"REGION1","REGION1","SEA2N","HYD",2041,0
"REGION1","REGION1","SEA2N","HYD",2042,0
"REGION1","REGION1","SEA2N","HYD",2043,0
"REGION1","REGION1","SEA2N","HYD",2044,0
"REGION1","REGION1","SEA2N","HYD",2045,0
"REGION1","REGION1","SEA2N","HYD",2046,0
"REGION1","REGION1","SEA2N","HYD",2047,0
"REGION1","REGION1","SEA2N","HYD",2048,0
"REGION1","REGION1","SEA2N","HYD",2049,0
"REGION1","REGION1","SEA2N","HYD",2050,0
"REGION1","REGION1","SEA2N","PWRHYD",2020,0
"REGION1","REGION1","SEA2N","PWRHYD",2021,0
"REGION1","REGION1","SEA2N","PWRHYD",2022,0
"REGION1","REGION1","SEA2N","PWRHYD",2023,0
"REGION1","REGION1","SEA2N","PWRHYD",2024,0
"REGION1","REGION1","SEA2N","PWRHYD",2025,0
"REGION1","REGION1","SEA2N","PWRHYD",2026,0
"REGION1","REGION1","SEA2N","PWRHYD",2027,0
"REGION1","REGION1","SEA2N","PWRHYD",2028,0
"REGION1","REGION1","SEA2N","PWRHYD",2029,0
"REGION1","REGION1","SEA2N","PWRHYD",2030,0
"REGION1","REGION1","SEA2N","PWRHYD",2031,0
"REGION1","REGION1","SEA2N","PWRHYD",2032,0
"REGION1","REGION1","SEA2N","PWRHYD",2033,0
"REGION1","REGION1","SEA2N","PWRHYD",2034,0
"REGION1","REGION1","SEA2N","PWRHYD",2035,0
"REGION1","REGION1","SEA2N","PWRHYD",2036,0
"REGION1","REGION1","SEA2N","PWRHYD",2037,0
"REGION1","REGION1","SEA2N","PWRHYD",2038,0
"REGION1","REGION1","SEA2N","PWRHYD",2039,0
"REGION1","REGION1","SEA2N","PWRHYD",2040,0
"REGION1","REGION1","SEA2N","PWRHYD",2041,0
"REGION1","REGION1","SEA2N","PWRHYD",2042,0
"REGION1","REGION1","SEA2N","PWRHYD",2043,0
"REGION1","REGION1","SEA2N","PWRHYD",2044,0
"REGION1","REGION1","SEA2N","PWRHYD",2045,0
"REGION1","REGION1","SEA2N","PWRHYD",2046,0
"REGION1","REGION1","SEA2N","PWRHYD",2047,0
"REGION1","REGION1","SEA2N","PWRHYD",2048,0
"REGION1","REGION1","SEA2N","PWRHYD",2049,0
"REGION1","REGION1","SEA2N","PWRHYD",2050,0
"REGION1","REGION1","SEA2N","GEO",2020,0
"REGION1","REGION1","SEA2N","GEO",2021,0
"REGION1","REGION1","SEA2N","GEO",2022,0
"REGION1","REGION1","SEA2N","GEO",2023,0
"REGION1","REGION1","SEA2N","GEO",2024,0
"REGION1","REGION1","SEA2N","GEO",2025,0
"REGION1","REGION1","SEA2N","GEO",2026,0
"REGION1","REGION1","SEA2N","GEO",2027,0
"REGION1","REGION1","SEA2N","GEO",2028,0
"REGION1","REGION1","SEA2N","GEO",2029,0
"REGION1","REGION1","SEA2N","GEO",2030,0
"REGION1","REGION1","SEA2N","GEO",2031,0
"REGION1","REGION1","SEA2N","GEO",2032,0
"REGION1","REGION1","SEA2N","GEO",2033,0
"REGION1","REGION1","SEA2N","GEO",2034,0
"REGION1","REGION1","SEA2N","GEO",2035,0
"REGION1","REGION1","SEA2N","GEO",2036,0
"REGION1","REGION1","SEA2N","GEO",2037,0
"REGION1","REGION1","SEA2N","GEO",2038,0
"REGION1","REGION1","SEA2N","GEO",2039,0
"REGION1","REGION1","SEA2N","GEO",2040,0
"REGION1","REGION1","SEA2N","GEO",2041,0
"REGION1","REGION1","SEA2N","GEO",2042,0
"REGION1","REGION1","SEA2N","GEO",2043,0
"REGION1","REGION1","SEA2N","GEO",2044,0
"REGION1","REGION1","SEA2N","GEO",2045,0
"REGION1","REGION1","SEA2N","GEO",2046,0
"REGION1","REGION1","SEA2N","GEO",2047,0
"REGION1","REGION1","SEA2N","GEO",2048,0
"REGION1","REGION1","SEA2N","GEO",2049,0
"REGION1","REGION1","SEA2N","GEO",2050,0
"REGION1","REGION1","SEA2N","PWRGEO",2020,0
"REGION1","REGION1","SEA2N","PWRGEO",2021,0
"REGION1","REGION1","SEA2N","PWRGEO",2022,0
"REGION1","REGION1","SEA2N","PWRGEO",2023,0
"REGION1","REGION1","SEA2N","PWRGEO",2024,0
"REGION1","REGION1","SEA2N","PWRGEO",2025,0
"REGION1","REGION1","SEA2N","PWRGEO",2026,0
"REGION1","REGION1","SEA2N","PWRGEO",2027,0
"REGION1","REGION1","SEA2N","PWRGEO",2028,0
"REGION1","REGION1","SEA2N","PWRGEO",2029,0
"REGION1","REGION1","SEA2N","PWRGEO",2030,0
"REGION1","REGION1","SEA2N","PWRGEO",2031,0
"REGION1","REGION1","SEA2N","PWRGEO",2032,0
"REGION1","REGION1","SEA2N","PWRGEO",2033,0
"REGION1","REGION1","SEA2N","PWRGEO",2034,0
"REGION1","REGION1","SEA2N","PWRGEO",2035,0
"REGION1","REGION1","SEA2N","PWRGEO",2036,0
"REGION1","REGION1","SEA2N","PWRGEO",2037,0
"REGION1","REGION1","SEA2N","PWRGEO",2038,0
"REGION1","REGION1","SEA2N","PWRGEO",2039,0
"REGION1","REGION1","SEA2N","PWRGEO",2040,0
"REGION1","REGION1","SEA2N","PWRGEO",2041,0
"REGION1","REGION1","SEA2N","PWRGEO",2042,0
"REGION1","REGION1","SEA2N","PWRGEO",2043,0
"REGION1","REGION1","SEA2N","PWRGEO",2044,0
"REGION1","REGION1","SEA2N","PWRGEO",2045,0
"REGION1","REGION1","SEA2N","PWRGEO",2046,0
"REGION1","REGION1","SEA2N","PWRGEO",2047,0
"REGION1","REGION1","SEA2N","PWRGEO",2048,0
"REGION1","REGION1","SEA2N","PWRGEO",2049,0
"REGION1","REGION1","SEA2N","PWRGEO",2050,0
"REGION1","REGION1","SEA2N","URN",2020,0
"REGION1","REGION1","SEA2N","URN",2021,0
"REGION1","REGION1","SEA2N","URN",2022,0
"REGION1","REGION1","SEA2N","URN",2023,0
"REGION1","REGION1","SEA2N","URN",2024,0
"REGION1","REGION1","SEA2N","URN",2025,0
"REGION1","REGION1","SEA2N","URN",2026,0
"REGION1","REGION1","SEA2N","URN",2027,0
"REGION1","REGION1","SEA2N","URN",2028,0
"REGION1","REGION1","SEA2N","URN",2029,0
"REGION1","REGION1","SEA2N","URN",2030,0
"REGION1","REGION1","SEA2N","URN",2031,0
"REGION1","REGION1","SEA2N","URN",2032,0
"REGION1","REGION1","SEA2N","URN",2033,0
"REGION1","REGION1","SEA2N","URN",2034,0
"REGION1","REGION1","SEA2N","URN",2035,0
"REGION1","REGION1","SEA2N","URN",2036,0
"REGION1","REGION1","SEA2N","URN",2037,0
"REGION1","REGION1","SEA2N","URN",2038,0
"REGION1","REGION1","SEA2N","URN",2039,0
"REGION1","REGION1","SEA2N","URN",2040,0
"REGION1","REGION1","SEA2N","URN",2041,0
"REGION1","REGION1","SEA2N","URN",2042,0
"REGION1","REGION1","SEA2N","URN",2043,0
"REGION1","REGION1","SEA2N","URN",2044,0
"REGION1","REGION1","SEA2N","URN",2045,0
"REGION1","REGION1","SEA2N","URN",2046,0
"REGION1","REGION1","SEA2N","URN",2047,0
"REGION1","REGION1","SEA2N","URN",2048,0
"REGION1","REGION1","SEA2N","URN",2049,0
"REGION1","REGION1","SEA2N","URN",2050,0
"REGION1","REGION1","SEA2N","PWRURN",2020,0
"REGION1","REGION1","SEA2N","PWRURN",2021,0
"REGION1","REGION1","SEA2N","PWRURN",2022,0
"REGION1","REGION1","SEA2N","PWRURN",2023,0
"REGION1","REGION1","SEA2N","PWRURN",2024,0
"REGION1","REGION1","SEA2N","PWRURN",2025,0
"REGION1","REGION1","SEA2N","PWRURN",2026,0
"REGION1","REGION1","SEA2N","PWRURN",2027,0
"REGION1","REGION1","SEA2N","PWRURN",2028,0
"REGION1","REGION1","SEA2N","PWRURN",2029,0
"REGION1","REGION1","SEA2N","PWRURN",2030,0
"REGION1","REGION1","SEA2N","PWRURN",2031,0
"REGION1","REGION1","SEA2N","PWRURN",2032,0
"REGION1","REGION1","SEA2N","PWRURN",2033,0
"REGION1","REGION1","SEA2N","PWRURN",2034,0
"REGION1","REGION1","SEA2N","PWRURN",2035,0
"REGION1","REGION1","SEA2N","PWRURN",2036,0
"REGION1","REGION1","SEA2N","PWRURN",2037,0
"REGION1","REGION1","SEA2N","PWRURN",2038,0
"REGION1","REGION1","SEA2N","PWRURN",2039,0
"REGION1","REGION1","SEA2N","PWRURN",2040,0
"REGION1","REGION1","SEA2N","PWRURN",2041,0
"REGION1","REGION1","SEA2N","PWRURN",2042,0
"REGION1","REGION1","SEA2N","PWRURN",2043,0
"REGION1","REGION1","SEA2N","PWRURN",2044,0
"REGION1","REGION1","SEA2N","PWRURN",2045,0
"REGION1","REGION1","SEA2N","PWRURN",2046,0
"REGION1","REGION1","SEA2N","PWRURN",2047,0
"REGION1","REGION1","SEA2N","PWRURN",2048,0
"REGION1","REGION1","SEA2N","PWRURN",2049,0
"REGION1","REGION1","SEA2N","PWRURN",2050,0
"REGION1","REGION1","SEA2N","CRU",2020,0
"REGION1","REGION1","SEA2N","CRU",2021,0
"REGION1","REGION1","SEA2N","CRU",2022,0
"REGION1","REGION1","SEA2N","CRU",2023,0
"REGION1","REGION1","SEA2N","CRU",2024,0
"REGION1","REGION1","SEA2N","CRU",2025,0
"REGION1","REGION1","SEA2N","CRU",2026,0
"REGION1","REGION1","SEA2N","CRU",2027,0
"REGION1","REGION1","SEA2N","CRU",2028,0
"REGION1","REGION1","SEA2N","CRU",2029,0
"REGION1","REGION1","SEA2N","CRU",2030,0
"REGION1","REGION1","SEA2N","CRU",2031,0
"REGION1","REGION1","SEA2N","CRU",2032,0
"REGION1","REGION1","SEA2N","CRU",2033,0
"REGION1","REGION1","SEA2N","CRU",2034,0
"REGION1","REGION1","SEA2N","CRU",2035,0
"REGION1","REGION1","SEA2N","CRU",2036,0
"REGION1","REGION1","SEA2N","CRU",2037,0
"REGION1","REGION1","SEA2N","CRU",2038,0
"REGION1","REGION1","SEA2N","CRU",2039,0
"REGION1","REGION1","SEA2N","CRU",2040,0
"REGION1","REGION1","SEA2N","CRU",2041,0
"REGION1","REGION1","SEA2N","CRU",2042,0
"REGION1","REGION1","SEA2N","CRU",2043,0
"REGION1","REGION1","SEA2N","CRU",2044,0
"REGION1","REGION1","SEA2N","CRU",2045,0
"REGION1","REGION1","SEA2N","CRU",2046,0
"REGION1","REGION1","SEA2N","CRU",2047,0
"REGION1","REGION1","SEA2N","CRU",2048,0
"REGION1","REGION1","SEA2N","CRU",2049,0
"REGION1","REGION1","SEA2N","CRU",2050,0
"REGION1","REGION1","SEA2N","COA",2020,0
"REGION1","REGION1","SEA2N","COA",2021,0
"REGION1","REGION1","SEA2N","COA",2022,0
"REGION1","REGION1","SEA2N","COA",2023,0
"REGION1","REGION1","SEA2N","COA",2024,0
"REGION1","REGION1","SEA2N","COA",2025,0
"REGION1","REGION1","SEA2N","COA",2026,0
"REGION1","REGION1","SEA2N","COA",2027,0
"REGION1","REGION1","SEA2N","COA",2028,0
"REGION1","REGION1","SEA2N","COA",2029,0
"REGION1","REGION1","SEA2N","COA",2030,0
"REGION1","REGION1","SEA2N","COA",2031,0
"REGION1","REGION1","SEA2N","COA",2032,0
"REGION1","REGION1","SEA2N","COA",2033,0
"REGION1","REGION1","SEA2N","COA",2034,0
"REGION1","REGION1","SEA2N","COA",2035,0
"REGION1","REGION1","SEA2N","COA",2036,0
"REGION1","REGION1","SEA2N","COA",2037,0
"REGION1","REGION1","SEA2N","COA",2038,0
"REGION1","REGION1","SEA2N","COA",2039,0
"REGION1","REGION1","SEA2N","COA",2040,0
"REGION1","REGION1","SEA2N","COA",2041,0
"REGION1","REGION1","SEA2N","COA",2042,0
"REGION1","REGION1","SEA2N","COA",2043,0
"REGION1","REGION1","SEA2N","COA",2044,0
"REGION1","REGION1","SEA2N","COA",2045,0
"REGION1","REGION1","SEA2N","COA",2046,0
"REGION1","REGION1","SEA2N","COA",2047,0
"REGION1","REGION1","SEA2N","COA",2048,0
"REGION1","REGION1","SEA2N","COA",2049,0
"REGION1","REGION1","SEA2N","COA",2050,0
"REGION1","REGION1","SEA2N","AGRWATBC1",2020,0
"REGION1","REGION1","SEA2N","AGRWATBC1",2021,0
"REGION1","REGION1","SEA2N","AGRWATBC1",2022,0
"REGION1","REGION1","SEA2N","AGRWATBC1",2023,0
"REGION1","REGION1","SEA2N","AGRWATBC1",2024,0
"REGION1","REGION1","SEA2N","AGRWATBC1",2025,0
"REGION1","REGION1","SEA2N","AGRWATBC1",2026,0
"REGION1","REGION1","SEA2N","AGRWATBC1",2027,0
"REGION1","REGION1","SEA2N","AGRWATBC1",2028,0
"REGION1","REGION1","SEA2N","AGRWATBC1",2029,0
"REGION1","REGION1","SEA2N","AGRWATBC1",2030,0
"REGION1","REGION1","SEA2N","AGRWATBC1",2031,0
"REGION1","REGION1","SEA2N","AGRWATBC1",2032,0
"REGION1","REGION1","SEA2N","AGRWATBC1",2033,0
"REGION1","REGION1","SEA2N","AGRWATBC1",2034,0
"REGION1","REGION1","SEA2N","AGRWATBC1",2035,0
"REGION1","REGION1","SEA2N","AGRWATBC1",2036,0
"REGION1","REGION1","SEA2N","AGRWATBC1",2037,0
"REGION1","REGION1","SEA2N","AGRWATBC1",2038,0
"REGION1","REGION1","SEA2N","AGRWATBC1",2039,0
"REGION1","REGION1","SEA2N","AGRWATBC1",2040,0
"REGION1","REGION1","SEA2N","AGRWATBC1",2041,0
"REGION1","REGION1","SEA2N","AGRWATBC1",2042,0
"REGION1","REGION1","SEA2N","AGRWATBC1",2043,0
"REGION1","REGION1","SEA2N","AGRWATBC1",2044,0
"REGION1","REGION1","SEA2N","AGRWATBC1",2045,0
"REGION1","REGION1","SEA2N","AGRWATBC1",2046,0
"REGION1","REGION1","SEA2N","AGRWATBC1",2047,0
"REGION1","REGION1","SEA2N","AGRWATBC1",2048,0
"REGION1","REGION1","SEA2N","AGRWATBC1",2049,0
"REGION1","REGION1","SEA2N","AGRWATBC1",2050,0
"REGION1","REGION1","SEA2N","WTREVTBC1",2020,0
"REGION1","REGION1","SEA2N","WTREVTBC1",2021,0
"REGION1","REGION1","SEA2N","WTREVTBC1",2022,0
"REGION1","REGION1","SEA2N","WTREVTBC1",2023,0
"REGION1","REGION1","SEA2N","WTREVTBC1",2024,0
"REGION1","REGION1","SEA2N","WTREVTBC1",2025,0
"REGION1","REGION1","SEA2N","WTREVTBC1",2026,0
"REGION1","REGION1","SEA2N","WTREVTBC1",2027,0
"REGION1","REGION1","SEA2N","WTREVTBC1",2028,0
"REGION1","REGION1","SEA2N","WTREVTBC1",2029,0
"REGION1","REGION1","SEA2N","WTREVTBC1",2030,0
"REGION1","REGION1","SEA2N","WTREVTBC1",2031,0
"REGION1","REGION1","SEA2N","WTREVTBC1",2032,0
"REGION1","REGION1","SEA2N","WTREVTBC1",2033,0
"REGION1","REGION1","SEA2N","WTREVTBC1",2034,0
"REGION1","REGION1","SEA2N","WTREVTBC1",2035,0
"REGION1","REGION1","SEA2N","WTREVTBC1",2036,0
"REGION1","REGION1","SEA2N","WTREVTBC1",2037,0
"REGION1","REGION1","SEA2N","WTREVTBC1",2038,0
"REGION1","REGION1","SEA2N","WTREVTBC1",2039,0
"REGION1","REGION1","SEA2N","WTREVTBC1",2040,0
"REGION1","REGION1","SEA2N","WTREVTBC1",2041,0
"REGION1","REGION1","SEA2N","WTREVTBC1",2042,0
"REGION1","REGION1","SEA2N","WTREVTBC1",2043,0
"REGION1","REGION1","SEA2N","WTREVTBC1",2044,0
"REGION1","REGION1","SEA2N","WTREVTBC1",2045,0
"REGION1","REGION1","SEA2N","WTREVTBC1",2046,0
"REGION1","REGION1","SEA2N","WTREVTBC1",2047,0
"REGION1","REGION1","SEA2N","WTREVTBC1",2048,0
"REGION1","REGION1","SEA2N","WTREVTBC1",2049,0
"REGION1","REGION1","SEA2N","WTREVTBC1",2050,0
"REGION1","REGION1","SEA2N","WTRGRCBC1",2020,0
"REGION1","REGION1","SEA2N","WTRGRCBC1",2021,0
"REGION1","REGION1","SEA2N","WTRGRCBC1",2022,0
"REGION1","REGION1","SEA2N","WTRGRCBC1",2023,0
"REGION1","REGION1","SEA2N","WTRGRCBC1",2024,0
"REGION1","REGION1","SEA2N","WTRGRCBC1",2025,0
"REGION1","REGION1","SEA2N","WTRGRCBC1",2026,0
"REGION1","REGION1","SEA2N","WTRGRCBC1",2027,0
"REGION1","REGION1","SEA2N","WTRGRCBC1",2028,0
"REGION1","REGION1","SEA2N","WTRGRCBC1",2029,0
"REGION1","REGION1","SEA2N","WTRGRCBC1",2030,0
"REGION1","REGION1","SEA2N","WTRGRCBC1",2031,0
"REGION1","REGION1","SEA2N","WTRGRCBC1",2032,0
"REGION1","REGION1","SEA2N","WTRGRCBC1",2033,0
"REGION1","REGION1","SEA2N","WTRGRCBC1",2034,0
"REGION1","REGION1","SEA2N","WTRGRCBC1",2035,0
"REGION1","REGION1","SEA2N","WTRGRCBC1",2036,0
"REGION1","REGION1","SEA2N","WTRGRCBC1",2037,0
"REGION1","REGION1","SEA2N","WTRGRCBC1",2038,0
"REGION1","REGION1","SEA2N","WTRGRCBC1",2039,0
"REGION1","REGION1","SEA2N","WTRGRCBC1",2040,0
"REGION1","REGION1","SEA2N","WTRGRCBC1",2041,0
"REGION1","REGION1","SEA2N","WTRGRCBC1",2042,0
"REGION1","REGION1","SEA2N","WTRGRCBC1",2043,0
"REGION1","REGION1","SEA2N","WTRGRCBC1",2044,0
"REGION1","REGION1","SEA2N","WTRGRCBC1",2045,0
"REGION1","REGION1","SEA2N","WTRGRCBC1",2046,0
"REGION1","REGION1","SEA2N","WTRGRCBC1",2047,0
"REGION1","REGION1","SEA2N","WTRGRCBC1",2048,0
"REGION1","REGION1","SEA2N","WTRGRCBC1",2049,0
"REGION1","REGION1","SEA2N","WTRGRCBC1",2050,0
"REGION1","REGION1","SEA2N","PUBWATBC1",2020,0
"REGION1","REGION1","SEA2N","PUBWATBC1",2021,0
"REGION1","REGION1","SEA2N","PUBWATBC1",2022,0
"REGION1","REGION1","SEA2N","PUBWATBC1",2023,0
"REGION1","REGION1","SEA2N","PUBWATBC1",2024,0
"REGION1","REGION1","SEA2N","PUBWATBC1",2025,0
