r,t,y,AnnualVariableOperatingCost
"REGION1","PWRBIOB04",2026,0
"REGION1","PWRBIOB04",2027,0
"REGION1","PWRBIOB04",2028,0
"REGION1","PWRBIOB04",2029,0
"REGION1","PWRBIOB04",2030,0
"REGION1","PWRBIOB04",2031,0
"REGION1","PWRBIOB04",2032,0
"REGION1","PWRBIOB04",2033,0
"REGION1","PWRBIOB04",2034,0
"REGION1","PWRBIOB04",2035,0
"REGION1","PWRBIOB04",2036,0
"REGION1","PWRBIOB04",2037,0
"REGION1","PWRBIOB04",2038,0
"REGION1","PWRBIOB04",2039,0
"REGION1","PWRBIOB04",2040,0
"REGION1","PWRBIOB04",2041,0
"REGION1","PWRBIOB04",2042,0
"REGION1","PWRBIOB04",2043,0
"REGION1","PWRBIOB04",2044,0
"REGION1","PWRBIOB04",2045,0
"REGION1","PWRBIOB04",2046,0
"REGION1","PWRBIOB04",2047,0
"REGION1","PWRBIOB04",2048,0
"REGION1","PWRBIOB04",2049,0
"REGION1","PWRBIOB04",2050,0
"REGION1","PWRBIOB05",2020,0
"REGION1","PWRBIOB05",2021,0
"REGION1","PWRBIOB05",2022,0
"REGION1","PWRBIOB05",2023,0
"REGION1","PWRBIOB05",2024,0
"REGION1","PWRBIOB05",2025,0
"REGION1","PWRBIOB05",2026,0
"REGION1","PWRBIOB05",2027,0
"REGION1","PWRBIOB05",2028,0
"REGION1","PWRBIOB05",2029,0
"REGION1","PWRBIOB05",2030,0
"REGION1","PWRBIOB05",2031,0
"REGION1","PWRBIOB05",2032,0
"REGION1","PWRBIOB05",2033,0
"REGION1","PWRBIOB05",2034,0
"REGION1","PWRBIOB05",2035,0
"REGION1","PWRBIOB05",2036,0
"REGION1","PWRBIOB05",2037,0
"REGION1","PWRBIOB05",2038,0
"REGION1","PWRBIOB05",2039,0
"REGION1","PWRBIOB05",2040,0
"REGION1","PWRBIOB05",2041,0
"REGION1","PWRBIOB05",2042,0
"REGION1","PWRBIOB05",2043,0
"REGION1","PWRBIOB05",2044,0
"REGION1","PWRBIOB05",2045,0
"REGION1","PWRBIOB05",2046,0
"REGION1","PWRBIOB05",2047,0
"REGION1","PWRBIOB05",2048,0
"REGION1","PWRBIOB05",2049,0
"REGION1","PWRBIOB05",2050,0
"REGION1","DEMPWRSOL",2020,1.5681843648e-05
"REGION1","DEMPWRSOL",2021,1.5681843648e-05
"REGION1","DEMPWRSOL",2022,1.5681843648e-05
"REGION1","DEMPWRSOL",2023,1.5681843648e-05
"REGION1","DEMPWRSOL",2024,1.5681843648e-05
"REGION1","DEMPWRSOL",2025,1.5681843648e-05
"REGION1","DEMPWRSOL",2026,1.5681843648e-05
"REGION1","DEMPWRSOL",2027,1.5681843648e-05
"REGION1","DEMPWRSOL",2028,1.5681843648e-05
"REGION1","DEMPWRSOL",2029,1.5681843648e-05
"REGION1","DEMPWRSOL",2030,1.5681843648e-05
"REGION1","DEMPWRSOL",2031,1.5681843648e-05
"REGION1","DEMPWRSOL",2032,1.5681843648e-05
"REGION1","DEMPWRSOL",2033,1.5681843648e-05
"REGION1","DEMPWRSOL",2034,1.5681843648e-05
"REGION1","DEMPWRSOL",2035,1.5681843648e-05
"REGION1","DEMPWRSOL",2036,1.5681843648e-05
"REGION1","DEMPWRSOL",2037,1.5681843648e-05
"REGION1","DEMPWRSOL",2038,1.5681843648e-05
"REGION1","DEMPWRSOL",2039,1.5681843648e-05
"REGION1","DEMPWRSOL",2040,1.5681843648e-05
"REGION1","DEMPWRSOL",2041,0
"REGION1","DEMPWRSOL",2042,0
"REGION1","DEMPWRSOL",2043,0
"REGION1","DEMPWRSOL",2044,0
"REGION1","DEMPWRSOL",2045,0
"REGION1","DEMPWRSOL",2046,0
"REGION1","DEMPWRSOL",2047,0
"REGION1","DEMPWRSOL",2048,0
"REGION1","DEMPWRSOL",2049,0
"REGION1","DEMPWRSOL",2050,0
"REGION1","PWRSOLB01",2020,5.50240128e-06
"REGION1","PWRSOLB01",2021,5.50240128e-06
"REGION1","PWRSOLB01",2022,5.50240128e-06
"REGION1","PWRSOLB01",2023,5.50240128e-06
"REGION1","PWRSOLB01",2024,5.50240128e-06
"REGION1","PWRSOLB01",2025,5.50240128e-06
"REGION1","PWRSOLB01",2026,5.50240128e-06
"REGION1","PWRSOLB01",2027,5.50240128e-06
"REGION1","PWRSOLB01",2028,5.50240128e-06
"REGION1","PWRSOLB01",2029,5.50240128e-06
"REGION1","PWRSOLB01",2030,5.50240128e-06
"REGION1","PWRSOLB01",2031,5.50240128e-06
"REGION1","PWRSOLB01",2032,5.50240128e-06
"REGION1","PWRSOLB01",2033,5.50240128e-06
"REGION1","PWRSOLB01",2034,5.50240128e-06
"REGION1","PWRSOLB01",2035,5.50240128e-06
"REGION1","PWRSOLB01",2036,5.50240128e-06
"REGION1","PWRSOLB01",2037,5.50240128e-06
"REGION1","PWRSOLB01",2038,5.50240128e-06
"REGION1","PWRSOLB01",2039,5.50240128e-06
"REGION1","PWRSOLB01",2040,5.50240128e-06
"REGION1","PWRSOLB01",2041,0
"REGION1","PWRSOLB01",2042,0
"REGION1","PWRSOLB01",2043,0
"REGION1","PWRSOLB01",2044,0
"REGION1","PWRSOLB01",2045,0
"REGION1","PWRSOLB01",2046,0
"REGION1","PWRSOLB01",2047,0
"REGION1","PWRSOLB01",2048,0
"REGION1","PWRSOLB01",2049,0
"REGION1","PWRSOLB01",2050,0
"REGION1","DEMPWRHYD",2020,0.24093301948848
"REGION1","DEMPWRHYD",2021,0.24093301948848
"REGION1","DEMPWRHYD",2022,0.24093301948848
"REGION1","DEMPWRHYD",2023,0.24093301948848
"REGION1","DEMPWRHYD",2024,0.24093301948848
"REGION1","DEMPWRHYD",2025,0.25381153348848
"REGION1","DEMPWRHYD",2026,0.25381153348848
"REGION1","DEMPWRHYD",2027,0.25381153348848
"REGION1","DEMPWRHYD",2028,0.25381153348848
"REGION1","DEMPWRHYD",2029,0.25381153348848
"REGION1","DEMPWRHYD",2030,0.25381153348848
"REGION1","DEMPWRHYD",2031,0.25381153348848
"REGION1","DEMPWRHYD",2032,0.25381153348848
"REGION1","DEMPWRHYD",2033,0.25381153348848
"REGION1","DEMPWRHYD",2034,0.25381153348848
"REGION1","DEMPWRHYD",2035,0.25381153348848
"REGION1","DEMPWRHYD",2036,0.25381153348848
"REGION1","DEMPWRHYD",2037,0.25381153348848
"REGION1","DEMPWRHYD",2038,0.25381153348848
"REGION1","DEMPWRHYD",2039,0.25381153348848
"REGION1","DEMPWRHYD",2040,0.25381153348848
"REGION1","DEMPWRHYD",2041,0.25381153348848
"REGION1","DEMPWRHYD",2042,0.25381153348848
"REGION1","DEMPWRHYD",2043,0.25381153348848
"REGION1","DEMPWRHYD",2044,0.25381153348848
"REGION1","DEMPWRHYD",2045,0.25381153348848
"REGION1","DEMPWRHYD",2046,0.25381153348848
"REGION1","DEMPWRHYD",2047,0.25381153348848
"REGION1","DEMPWRHYD",2048,0.25381153348848
"REGION1","DEMPWRHYD",2049,0.25381153348848
"REGION1","DEMPWRHYD",2050,0.25381153348848
"REGION1","PWRHYDB01",2020,0.04687779096
"REGION1","PWRHYDB01",2021,0.04687779096
"REGION1","PWRHYDB01",2022,0.04687779096
"REGION1","PWRHYDB01",2023,0.04687779096
"REGION1","PWRHYDB01",2024,0.04687779096
"REGION1","PWRHYDB01",2025,0.04687779096
"REGION1","PWRHYDB01",2026,0.04687779096
"REGION1","PWRHYDB01",2027,0.04687779096
"REGION1","PWRHYDB01",2028,0.04687779096
"REGION1","PWRHYDB01",2029,0.04687779096
"REGION1","PWRHYDB01",2030,0.04687779096
"REGION1","PWRHYDB01",2031,0.04687779096
"REGION1","PWRHYDB01",2032,0.04687779096
"REGION1","PWRHYDB01",2033,0.04687779096
"REGION1","PWRHYDB01",2034,0.04687779096
"REGION1","PWRHYDB01",2035,0.04687779096
"REGION1","PWRHYDB01",2036,0.04687779096
"REGION1","PWRHYDB01",2037,0.04687779096
"REGION1","PWRHYDB01",2038,0.04687779096
"REGION1","PWRHYDB01",2039,0.04687779096
"REGION1","PWRHYDB01",2040,0.04687779096
"REGION1","PWRHYDB01",2041,0.04687779096
"REGION1","PWRHYDB01",2042,0.04687779096
"REGION1","PWRHYDB01",2043,0.04687779096
"REGION1","PWRHYDB01",2044,0.04687779096
"REGION1","PWRHYDB01",2045,0.04687779096
"REGION1","PWRHYDB01",2046,0.04687779096
"REGION1","PWRHYDB01",2047,0.04687779096
"REGION1","PWRHYDB01",2048,0.04687779096
"REGION1","PWRHYDB01",2049,0.04687779096
"REGION1","PWRHYDB01",2050,0.04687779096
"REGION1","PWRHYDB02",2020,0.012063655296
"REGION1","PWRHYDB02",2021,0.012063655296
"REGION1","PWRHYDB02",2022,0.012063655296
"REGION1","PWRHYDB02",2023,0.012063655296
"REGION1","PWRHYDB02",2024,0.012063655296
"REGION1","PWRHYDB02",2025,0.012063655296
"REGION1","PWRHYDB02",2026,0.012063655296
"REGION1","PWRHYDB02",2027,0.012063655296
"REGION1","PWRHYDB02",2028,0.012063655296
"REGION1","PWRHYDB02",2029,0.012063655296
"REGION1","PWRHYDB02",2030,0.012063655296
"REGION1","PWRHYDB02",2031,0.012063655296
"REGION1","PWRHYDB02",2032,0.012063655296
"REGION1","PWRHYDB02",2033,0.012063655296
"REGION1","PWRHYDB02",2034,0.012063655296
"REGION1","PWRHYDB02",2035,0.012063655296
"REGION1","PWRHYDB02",2036,0.012063655296
"REGION1","PWRHYDB02",2037,0.012063655296
"REGION1","PWRHYDB02",2038,0.012063655296
"REGION1","PWRHYDB02",2039,0.012063655296
"REGION1","PWRHYDB02",2040,0.012063655296
"REGION1","PWRHYDB02",2041,0.012063655296
"REGION1","PWRHYDB02",2042,0.012063655296
"REGION1","PWRHYDB02",2043,0.012063655296
"REGION1","PWRHYDB02",2044,0.012063655296
"REGION1","PWRHYDB02",2045,0.012063655296
"REGION1","PWRHYDB02",2046,0.012063655296
"REGION1","PWRHYDB02",2047,0.012063655296
"REGION1","PWRHYDB02",2048,0.012063655296
"REGION1","PWRHYDB02",2049,0.012063655296
"REGION1","PWRHYDB02",2050,0.012063655296
"REGION1","PWRHYDB03",2020,0.003968143344
"REGION1","PWRHYDB03",2021,0.003968143344
"REGION1","PWRHYDB03",2022,0.003968143344
"REGION1","PWRHYDB03",2023,0.003968143344
"REGION1","PWRHYDB03",2024,0.003968143344
"REGION1","PWRHYDB03",2025,0.003968143344
"REGION1","PWRHYDB03",2026,0.003968143344
"REGION1","PWRHYDB03",2027,0.003968143344
"REGION1","PWRHYDB03",2028,0.003968143344
"REGION1","PWRHYDB03",2029,0.003968143344
"REGION1","PWRHYDB03",2030,0.003968143344
"REGION1","PWRHYDB03",2031,0.003968143344
"REGION1","PWRHYDB03",2032,0.003968143344
"REGION1","PWRHYDB03",2033,0.003968143344
"REGION1","PWRHYDB03",2034,0.003968143344
"REGION1","PWRHYDB03",2035,0.003968143344
"REGION1","PWRHYDB03",2036,0.003968143344
"REGION1","PWRHYDB03",2037,0.003968143344
"REGION1","PWRHYDB03",2038,0.003968143344
"REGION1","PWRHYDB03",2039,0.003968143344
"REGION1","PWRHYDB03",2040,0.003968143344
"REGION1","PWRHYDB03",2041,0.003968143344
"REGION1","PWRHYDB03",2042,0.003968143344
"REGION1","PWRHYDB03",2043,0.003968143344
"REGION1","PWRHYDB03",2044,0.003968143344
"REGION1","PWRHYDB03",2045,0.003968143344
"REGION1","PWRHYDB03",2046,0.003968143344
"REGION1","PWRHYDB03",2047,0.003968143344
"REGION1","PWRHYDB03",2048,0.003968143344
"REGION1","PWRHYDB03",2049,0.003968143344
"REGION1","PWRHYDB03",2050,0.003968143344
"REGION1","PWRHYDB04",2020,0.011689007616
"REGION1","PWRHYDB04",2021,0.011689007616
"REGION1","PWRHYDB04",2022,0.011689007616
"REGION1","PWRHYDB04",2023,0.011689007616
"REGION1","PWRHYDB04",2024,0.011689007616
"REGION1","PWRHYDB04",2025,0.011689007616
"REGION1","PWRHYDB04",2026,0.011689007616
"REGION1","PWRHYDB04",2027,0.011689007616
"REGION1","PWRHYDB04",2028,0.011689007616
"REGION1","PWRHYDB04",2029,0.011689007616
"REGION1","PWRHYDB04",2030,0.011689007616
"REGION1","PWRHYDB04",2031,0.011689007616
"REGION1","PWRHYDB04",2032,0.011689007616
"REGION1","PWRHYDB04",2033,0.011689007616
"REGION1","PWRHYDB04",2034,0.011689007616
"REGION1","PWRHYDB04",2035,0.011689007616
"REGION1","PWRHYDB04",2036,0.011689007616
"REGION1","PWRHYDB04",2037,0.011689007616
"REGION1","PWRHYDB04",2038,0.011689007616
"REGION1","PWRHYDB04",2039,0.011689007616
"REGION1","PWRHYDB04",2040,0.011689007616
"REGION1","PWRHYDB04",2041,0.011689007616
"REGION1","PWRHYDB04",2042,0.011689007616
"REGION1","PWRHYDB04",2043,0.011689007616
"REGION1","PWRHYDB04",2044,0.011689007616
"REGION1","PWRHYDB04",2045,0.011689007616
"REGION1","PWRHYDB04",2046,0.011689007616
"REGION1","PWRHYDB04",2047,0.011689007616
"REGION1","PWRHYDB04",2048,0.011689007616
"REGION1","PWRHYDB04",2049,0.011689007616
"REGION1","PWRHYDB04",2050,0.011689007616
"REGION1","PWRHYDB05",2020,0.00074929536
"REGION1","PWRHYDB05",2021,0.00074929536
"REGION1","PWRHYDB05",2022,0.00074929536
"REGION1","PWRHYDB05",2023,0.00074929536
"REGION1","PWRHYDB05",2024,0.00074929536
"REGION1","PWRHYDB05",2025,0.00074929536
"REGION1","PWRHYDB05",2026,0.00074929536
"REGION1","PWRHYDB05",2027,0.00074929536
"REGION1","PWRHYDB05",2028,0.00074929536
"REGION1","PWRHYDB05",2029,0.00074929536
"REGION1","PWRHYDB05",2030,0.00074929536
"REGION1","PWRHYDB05",2031,0.00074929536
"REGION1","PWRHYDB05",2032,0.00074929536
"REGION1","PWRHYDB05",2033,0.00074929536
"REGION1","PWRHYDB05",2034,0.00074929536
"REGION1","PWRHYDB05",2035,0.00074929536
"REGION1","PWRHYDB05",2036,0.00074929536
"REGION1","PWRHYDB05",2037,0.00074929536
"REGION1","PWRHYDB05",2038,0.00074929536
"REGION1","PWRHYDB05",2039,0.00074929536
"REGION1","PWRHYDB05",2040,0.00074929536
"REGION1","PWRHYDB05",2041,0.00074929536
"REGION1","PWRHYDB05",2042,0.00074929536
"REGION1","PWRHYDB05",2043,0.00074929536
"REGION1","PWRHYDB05",2044,0.00074929536
"REGION1","PWRHYDB05",2045,0.00074929536
"REGION1","PWRHYDB05",2046,0.00074929536
"REGION1","PWRHYDB05",2047,0.00074929536
"REGION1","PWRHYDB05",2048,0.00074929536
"REGION1","PWRHYDB05",2049,0.00074929536
"REGION1","PWRHYDB05",2050,0.00074929536
"REGION1","PWRHYDB06",2020,0.0266155956
"REGION1","PWRHYDB06",2021,0.0266155956
"REGION1","PWRHYDB06",2022,0.0266155956
"REGION1","PWRHYDB06",2023,0.0266155956
"REGION1","PWRHYDB06",2024,0.0266155956
"REGION1","PWRHYDB06",2025,0.0266155956
"REGION1","PWRHYDB06",2026,0.0266155956
"REGION1","PWRHYDB06",2027,0.0266155956
"REGION1","PWRHYDB06",2028,0.0266155956
"REGION1","PWRHYDB06",2029,0.0266155956
"REGION1","PWRHYDB06",2030,0.0266155956
"REGION1","PWRHYDB06",2031,0.0266155956
"REGION1","PWRHYDB06",2032,0.0266155956
"REGION1","PWRHYDB06",2033,0.0266155956
"REGION1","PWRHYDB06",2034,0.0266155956
"REGION1","PWRHYDB06",2035,0.0266155956
"REGION1","PWRHYDB06",2036,0.0266155956
"REGION1","PWRHYDB06",2037,0.0266155956
"REGION1","PWRHYDB06",2038,0.0266155956
"REGION1","PWRHYDB06",2039,0.0266155956
"REGION1","PWRHYDB06",2040,0.0266155956
"REGION1","PWRHYDB06",2041,0.0266155956
"REGION1","PWRHYDB06",2042,0.0266155956
"REGION1","PWRHYDB06",2043,0.0266155956
"REGION1","PWRHYDB06",2044,0.0266155956
"REGION1","PWRHYDB06",2045,0.0266155956
"REGION1","PWRHYDB06",2046,0.0266155956
"REGION1","PWRHYDB06",2047,0.0266155956
"REGION1","PWRHYDB06",2048,0.0266155956
"REGION1","PWRHYDB06",2049,0.0266155956
"REGION1","PWRHYDB06",2050,0.0266155956
"REGION1","PWRHYDB07",2020,0.000586948032
"REGION1","PWRHYDB07",2021,0.000586948032
"REGION1","PWRHYDB07",2022,0.000586948032
"REGION1","PWRHYDB07",2023,0.000586948032
"REGION1","PWRHYDB07",2024,0.000586948032
"REGION1","PWRHYDB07",2025,0.000586948032
"REGION1","PWRHYDB07",2026,0.000586948032
"REGION1","PWRHYDB07",2027,0.000586948032
"REGION1","PWRHYDB07",2028,0.000586948032
"REGION1","PWRHYDB07",2029,0.000586948032
"REGION1","PWRHYDB07",2030,0.000586948032
"REGION1","PWRHYDB07",2031,0.000586948032
"REGION1","PWRHYDB07",2032,0.000586948032
"REGION1","PWRHYDB07",2033,0.000586948032
"REGION1","PWRHYDB07",2034,0.000586948032
"REGION1","PWRHYDB07",2035,0.000586948032
"REGION1","PWRHYDB07",2036,0.000586948032
"REGION1","PWRHYDB07",2037,0.000586948032
"REGION1","PWRHYDB07",2038,0.000586948032
"REGION1","PWRHYDB07",2039,0.000586948032
"REGION1","PWRHYDB07",2040,0.000586948032
"REGION1","PWRHYDB07",2041,0.000586948032
"REGION1","PWRHYDB07",2042,0.000586948032
"REGION1","PWRHYDB07",2043,0.000586948032
"REGION1","PWRHYDB07",2044,0.000586948032
"REGION1","PWRHYDB07",2045,0.000586948032
"REGION1","PWRHYDB07",2046,0.000586948032
"REGION1","PWRHYDB07",2047,0.000586948032
"REGION1","PWRHYDB07",2048,0.000586948032
"REGION1","PWRHYDB07",2049,0.000586948032
"REGION1","PWRHYDB07",2050,0.000586948032
"REGION1","PWRHYDB08",2020,0.00917886816
"REGION1","PWRHYDB08",2021,0.00917886816
"REGION1","PWRHYDB08",2022,0.00917886816
"REGION1","PWRHYDB08",2023,0.00917886816
"REGION1","PWRHYDB08",2024,0.00917886816
"REGION1","PWRHYDB08",2025,0.00917886816
"REGION1","PWRHYDB08",2026,0.00917886816
"REGION1","PWRHYDB08",2027,0.00917886816
"REGION1","PWRHYDB08",2028,0.00917886816
"REGION1","PWRHYDB08",2029,0.00917886816
"REGION1","PWRHYDB08",2030,0.00917886816
"REGION1","PWRHYDB08",2031,0.00917886816
"REGION1","PWRHYDB08",2032,0.00917886816
"REGION1","PWRHYDB08",2033,0.00917886816
"REGION1","PWRHYDB08",2034,0.00917886816
"REGION1","PWRHYDB08",2035,0.00917886816
"REGION1","PWRHYDB08",2036,0.00917886816
"REGION1","PWRHYDB08",2037,0.00917886816
"REGION1","PWRHYDB08",2038,0.00917886816
"REGION1","PWRHYDB08",2039,0.00917886816
"REGION1","PWRHYDB08",2040,0.00917886816
"REGION1","PWRHYDB08",2041,0.00917886816
"REGION1","PWRHYDB08",2042,0.00917886816
"REGION1","PWRHYDB08",2043,0.00917886816
"REGION1","PWRHYDB08",2044,0.00917886816
"REGION1","PWRHYDB08",2045,0.00917886816
"REGION1","PWRHYDB08",2046,0.00917886816
"REGION1","PWRHYDB08",2047,0.00917886816
"REGION1","PWRHYDB08",2048,0.00917886816
"REGION1","PWRHYDB08",2049,0.00917886816
"REGION1","PWRHYDB08",2050,0.00917886816
"REGION1","PWRHYDB09",2020,0.03315631968
"REGION1","PWRHYDB09",2021,0.03315631968
"REGION1","PWRHYDB09",2022,0.03315631968
"REGION1","PWRHYDB09",2023,0.03315631968
"REGION1","PWRHYDB09",2024,0.03315631968
"REGION1","PWRHYDB09",2025,0.03315631968
"REGION1","PWRHYDB09",2026,0.03315631968
"REGION1","PWRHYDB09",2027,0.03315631968
"REGION1","PWRHYDB09",2028,0.03315631968
"REGION1","PWRHYDB09",2029,0.03315631968
"REGION1","PWRHYDB09",2030,0.03315631968
"REGION1","PWRHYDB09",2031,0.03315631968
"REGION1","PWRHYDB09",2032,0.03315631968
"REGION1","PWRHYDB09",2033,0.03315631968
"REGION1","PWRHYDB09",2034,0.03315631968
"REGION1","PWRHYDB09",2035,0.03315631968
"REGION1","PWRHYDB09",2036,0.03315631968
"REGION1","PWRHYDB09",2037,0.03315631968
"REGION1","PWRHYDB09",2038,0.03315631968
"REGION1","PWRHYDB09",2039,0.03315631968
"REGION1","PWRHYDB09",2040,0.03315631968
"REGION1","PWRHYDB09",2041,0.03315631968
"REGION1","PWRHYDB09",2042,0.03315631968
"REGION1","PWRHYDB09",2043,0.03315631968
"REGION1","PWRHYDB09",2044,0.03315631968
"REGION1","PWRHYDB09",2045,0.03315631968
"REGION1","PWRHYDB09",2046,0.03315631968
"REGION1","PWRHYDB09",2047,0.03315631968
"REGION1","PWRHYDB09",2048,0.03315631968
"REGION1","PWRHYDB09",2049,0.03315631968
"REGION1","PWRHYDB09",2050,0.03315631968
"REGION1","PWRHYDB10",2020,0.030196603008
"REGION1","PWRHYDB10",2021,0.030196603008
"REGION1","PWRHYDB10",2022,0.030196603008
"REGION1","PWRHYDB10",2023,0.030196603008
"REGION1","PWRHYDB10",2024,0.030196603008
"REGION1","PWRHYDB10",2025,0.030196603008
"REGION1","PWRHYDB10",2026,0.030196603008
"REGION1","PWRHYDB10",2027,0.030196603008
"REGION1","PWRHYDB10",2028,0.030196603008
"REGION1","PWRHYDB10",2029,0.030196603008
"REGION1","PWRHYDB10",2030,0.030196603008
"REGION1","PWRHYDB10",2031,0.030196603008
"REGION1","PWRHYDB10",2032,0.030196603008
"REGION1","PWRHYDB10",2033,0.030196603008
"REGION1","PWRHYDB10",2034,0.030196603008
"REGION1","PWRHYDB10",2035,0.030196603008
"REGION1","PWRHYDB10",2036,0.030196603008
"REGION1","PWRHYDB10",2037,0.030196603008
"REGION1","PWRHYDB10",2038,0.030196603008
"REGION1","PWRHYDB10",2039,0.030196603008
"REGION1","PWRHYDB10",2040,0.030196603008
"REGION1","PWRHYDB10",2041,0.030196603008
"REGION1","PWRHYDB10",2042,0.030196603008
"REGION1","PWRHYDB10",2043,0.030196603008
"REGION1","PWRHYDB10",2044,0.030196603008
"REGION1","PWRHYDB10",2045,0.030196603008
"REGION1","PWRHYDB10",2046,0.030196603008
"REGION1","PWRHYDB10",2047,0.030196603008
"REGION1","PWRHYDB10",2048,0.030196603008
"REGION1","PWRHYDB10",2049,0.030196603008
"REGION1","PWRHYDB10",2050,0.030196603008
"REGION1","PWRHYDB11",2020,0.0126443592
"REGION1","PWRHYDB11",2021,0.0126443592
"REGION1","PWRHYDB11",2022,0.0126443592
"REGION1","PWRHYDB11",2023,0.0126443592
"REGION1","PWRHYDB11",2024,0.0126443592
"REGION1","PWRHYDB11",2025,0.0126443592
"REGION1","PWRHYDB11",2026,0.0126443592
"REGION1","PWRHYDB11",2027,0.0126443592
"REGION1","PWRHYDB11",2028,0.0126443592
"REGION1","PWRHYDB11",2029,0.0126443592
"REGION1","PWRHYDB11",2030,0.0126443592
"REGION1","PWRHYDB11",2031,0.0126443592
"REGION1","PWRHYDB11",2032,0.0126443592
"REGION1","PWRHYDB11",2033,0.0126443592
"REGION1","PWRHYDB11",2034,0.0126443592
"REGION1","PWRHYDB11",2035,0.0126443592
"REGION1","PWRHYDB11",2036,0.0126443592
"REGION1","PWRHYDB11",2037,0.0126443592
"REGION1","PWRHYDB11",2038,0.0126443592
"REGION1","PWRHYDB11",2039,0.0126443592
"REGION1","PWRHYDB11",2040,0.0126443592
"REGION1","PWRHYDB11",2041,0.0126443592
"REGION1","PWRHYDB11",2042,0.0126443592
"REGION1","PWRHYDB11",2043,0.0126443592
"REGION1","PWRHYDB11",2044,0.0126443592
"REGION1","PWRHYDB11",2045,0.0126443592
"REGION1","PWRHYDB11",2046,0.0126443592
"REGION1","PWRHYDB11",2047,0.0126443592
"REGION1","PWRHYDB11",2048,0.0126443592
"REGION1","PWRHYDB11",2049,0.0126443592
"REGION1","PWRHYDB11",2050,0.0126443592
"REGION1","PWRHYDB12",2020,0.01273802112
"REGION1","PWRHYDB12",2021,0.01273802112
"REGION1","PWRHYDB12",2022,0.01273802112
"REGION1","PWRHYDB12",2023,0.01273802112
"REGION1","PWRHYDB12",2024,0.01273802112
"REGION1","PWRHYDB12",2025,0.01273802112
"REGION1","PWRHYDB12",2026,0.01273802112
"REGION1","PWRHYDB12",2027,0.01273802112
"REGION1","PWRHYDB12",2028,0.01273802112
"REGION1","PWRHYDB12",2029,0.01273802112
"REGION1","PWRHYDB12",2030,0.01273802112
"REGION1","PWRHYDB12",2031,0.01273802112
"REGION1","PWRHYDB12",2032,0.01273802112
"REGION1","PWRHYDB12",2033,0.01273802112
"REGION1","PWRHYDB12",2034,0.01273802112
"REGION1","PWRHYDB12",2035,0.01273802112
"REGION1","PWRHYDB12",2036,0.01273802112
"REGION1","PWRHYDB12",2037,0.01273802112
"REGION1","PWRHYDB12",2038,0.01273802112
"REGION1","PWRHYDB12",2039,0.01273802112
"REGION1","PWRHYDB12",2040,0.01273802112
"REGION1","PWRHYDB12",2041,0.01273802112
"REGION1","PWRHYDB12",2042,0.01273802112
"REGION1","PWRHYDB12",2043,0.01273802112
"REGION1","PWRHYDB12",2044,0.01273802112
"REGION1","PWRHYDB12",2045,0.01273802112
"REGION1","PWRHYDB12",2046,0.01273802112
"REGION1","PWRHYDB12",2047,0.01273802112
"REGION1","PWRHYDB12",2048,0.01273802112
"REGION1","PWRHYDB12",2049,0.01273802112
"REGION1","PWRHYDB12",2050,0.01273802112
"REGION1","DEMPWRGEO",2020,0
"REGION1","DEMPWRGEO",2021,0
"REGION1","DEMPWRGEO",2022,0
"REGION1","DEMPWRGEO",2023,0
"REGION1","DEMPWRGEO",2024,0
"REGION1","DEMPWRGEO",2025,0
"REGION1","DEMPWRGEO",2026,0
"REGION1","DEMPWRGEO",2027,0
"REGION1","DEMPWRGEO",2028,0
"REGION1","DEMPWRGEO",2029,0
"REGION1","DEMPWRGEO",2030,0
"REGION1","DEMPWRGEO",2031,0
"REGION1","DEMPWRGEO",2032,0
"REGION1","DEMPWRGEO",2033,0
"REGION1","DEMPWRGEO",2034,0
"REGION1","DEMPWRGEO",2035,0
"REGION1","DEMPWRGEO",2036,0
"REGION1","DEMPWRGEO",2037,0
"REGION1","DEMPWRGEO",2038,0
"REGION1","DEMPWRGEO",2039,0
"REGION1","DEMPWRGEO",2040,0
"REGION1","DEMPWRGEO",2041,0
"REGION1","DEMPWRGEO",2042,0
"REGION1","DEMPWRGEO",2043,0
"REGION1","DEMPWRGEO",2044,0
"REGION1","DEMPWRGEO",2045,0
"REGION1","DEMPWRGEO",2046,0
"REGION1","DEMPWRGEO",2047,0
"REGION1","DEMPWRGEO",2048,0
"REGION1","DEMPWRGEO",2049,0
"REGION1","DEMPWRGEO",2050,0
"REGION1","PWRGEOB01",2020,0
"REGION1","PWRGEOB01",2021,0
"REGION1","PWRGEOB01",2022,0
"REGION1","PWRGEOB01",2023,0
"REGION1","PWRGEOB01",2024,0
"REGION1","PWRGEOB01",2025,0
"REGION1","PWRGEOB01",2026,0
"REGION1","PWRGEOB01",2027,0
"REGION1","PWRGEOB01",2028,0
"REGION1","PWRGEOB01",2029,0
"REGION1","PWRGEOB01",2030,0
"REGION1","PWRGEOB01",2031,0
"REGION1","PWRGEOB01",2032,0
"REGION1","PWRGEOB01",2033,0
"REGION1","PWRGEOB01",2034,0
"REGION1","PWRGEOB01",2035,0
"REGION1","PWRGEOB01",2036,0
"REGION1","PWRGEOB01",2037,0
"REGION1","PWRGEOB01",2038,0
"REGION1","PWRGEOB01",2039,0
"REGION1","PWRGEOB01",2040,0
"REGION1","PWRGEOB01",2041,0
"REGION1","PWRGEOB01",2042,0
"REGION1","PWRGEOB01",2043,0
