r,t,y,TotalCapacityAnnual
REGION1,LNDPTWHIBC1,2043,0.0002
REGION1,LNDPTWHIBC1,2044,0.0002
REGION1,LNDPTWHIBC1,2045,0.0002
REGION1,LNDPTWHIBC1,2046,0.0002
REGION1,LNDPTWHIBC1,2047,0.0002
REGION1,LNDPTWHIBC1,2048,0.0002
REGION1,LNDPTWHIBC1,2049,0.0002
REGION1,LNDPTWHIBC1,2050,0.0002
REGION1,LNDPTWHRBC1,2020,0.0232
REGION1,LNDPTWHRBC1,2021,0.0217
REGION1,LNDPTWHRBC1,2022,0.0201
REGION1,LNDPTWHRBC1,2023,0.0186
REGION1,LNDPTWHRBC1,2024,0.017
REGION1,LNDPTWHRBC1,2025,0.0155
REGION1,LNDPTWHRBC1,2026,0.0139
REGION1,LNDPTWHRBC1,2027,0.0124
REGION1,LNDPTWHRBC1,2028,0.0108
REGION1,LNDPTWHRBC1,2029,0.0093
REGION1,LNDPTWHRBC1,2030,0.0078
REGION1,LNDPTWHRBC1,2031,0.0062
REGION1,LNDPTWHRBC1,2032,0.0046
REGION1,LNDPTWHRBC1,2033,0.0031
REGION1,LNDPTWHRBC1,2034,0.0016
REGION1,LNDPTWIIBC1,2020,0.0001
REGION1,LNDPTWIIBC1,2021,0.0
REGION1,LNDPTWIIBC1,2022,0.0
REGION1,LNDPTWIIBC1,2023,0.0
REGION1,LNDPTWIIBC1,2024,0.0
REGION1,LNDPTWIIBC1,2025,0.0
REGION1,LNDPTWIIBC1,2026,0.0
REGION1,LNDPTWIIBC1,2027,0.0
REGION1,LNDPTWIIBC1,2028,0.0
REGION1,LNDPTWIIBC1,2029,0.0
REGION1,LNDPTWIIBC1,2030,0.0
REGION1,LNDPTWIIBC1,2031,0.0
REGION1,LNDPTWIIBC1,2032,0.0
REGION1,LNDPTWIIBC1,2033,0.0
REGION1,LNDPTWIRBC1,2020,0.0058
REGION1,LNDPTWIRBC1,2021,0.0054
REGION1,LNDPTWIRBC1,2022,0.005
REGION1,LNDPTWIRBC1,2023,0.0046
REGION1,LNDPTWIRBC1,2024,0.0043
REGION1,LNDPTWIRBC1,2025,0.0039
REGION1,LNDPTWIRBC1,2026,0.0035
REGION1,LNDPTWIRBC1,2027,0.0031
REGION1,LNDPTWIRBC1,2028,0.0027
REGION1,LNDPTWIRBC1,2029,0.0023
REGION1,LNDPTWIRBC1,2030,0.0019
REGION1,LNDPTWIRBC1,2031,0.0016
REGION1,LNDPTWIRBC1,2032,0.0012
REGION1,LNDPTWIRBC1,2033,0.0008
REGION1,LNDPTWIRBC1,2034,0.0004
REGION1,LNDRAPHIBC1,2020,0.0031
REGION1,LNDRAPHIBC1,2021,0.0029
REGION1,LNDRAPHIBC1,2022,0.0027
REGION1,LNDRAPHIBC1,2023,0.0025
REGION1,LNDRAPHIBC1,2024,0.0023
REGION1,LNDRAPHIBC1,2025,0.0214
REGION1,LNDRAPHIBC1,2026,0.0491
REGION1,LNDRAPHIBC1,2027,0.0767
REGION1,LNDRAPHIBC1,2028,0.1016
REGION1,LNDRAPHIBC1,2029,0.1292
REGION1,LNDRAPHIBC1,2030,0.1568
REGION1,LNDRAPHIBC1,2031,0.1817
REGION1,LNDRAPHIBC1,2032,0.2093
REGION1,LNDRAPHIBC1,2033,0.2369
REGION1,LNDRAPHIBC1,2034,0.2618
REGION1,LNDRAPHIBC1,2035,0.2894
REGION1,LNDRAPHIBC1,2036,0.2948
REGION1,LNDRAPHIBC1,2037,0.2976
REGION1,LNDRAPHIBC1,2038,0.303
REGION1,LNDRAPHIBC1,2039,0.3058
REGION1,LNDRAPHIBC1,2040,0.3112
REGION1,LNDRAPHIBC1,2041,0.3167
REGION1,LNDRAPHIBC1,2042,0.3194
REGION1,LNDRAPHIBC1,2043,0.3249
REGION1,LNDRAPHIBC1,2044,0.3303
REGION1,LNDRAPHIBC1,2045,0.3331
REGION1,LNDRAPHIBC1,2046,0.3385
REGION1,LNDRAPHIBC1,2047,0.344
REGION1,LNDRAPHIBC1,2048,0.3467
REGION1,LNDRAPHIBC1,2049,0.3522
REGION1,LNDRAPHIBC1,2050,0.3576
REGION1,LNDRAPHRBC1,2020,0.305
REGION1,LNDRAPHRBC1,2021,0.2847
REGION1,LNDRAPHRBC1,2022,0.2644
REGION1,LNDRAPHRBC1,2023,0.244
REGION1,LNDRAPHRBC1,2024,0.2237
REGION1,LNDRAPHRBC1,2025,0.2034
REGION1,LNDRAPHRBC1,2026,0.183
REGION1,LNDRAPHRBC1,2027,0.1627
REGION1,LNDRAPHRBC1,2028,0.1424
REGION1,LNDRAPHRBC1,2029,0.122
REGION1,LNDRAPHRBC1,2030,0.1017
REGION1,LNDRAPHRBC1,2031,0.0813
REGION1,LNDRAPHRBC1,2032,0.061
REGION1,LNDRAPHRBC1,2033,0.0407
REGION1,LNDRAPHRBC1,2034,0.0203
REGION1,LNDRAPIIBC1,2020,0.0008
REGION1,LNDRAPIIBC1,2021,0.0007
REGION1,LNDRAPIIBC1,2022,0.0007
REGION1,LNDRAPIIBC1,2023,0.0006
REGION1,LNDRAPIIBC1,2024,0.0006
REGION1,LNDRAPIIBC1,2025,0.0005
REGION1,LNDRAPIIBC1,2026,0.0005
REGION1,LNDRAPIIBC1,2027,0.0004
REGION1,LNDRAPIIBC1,2028,0.0004
REGION1,LNDRAPIIBC1,2029,0.0003
REGION1,LNDRAPIIBC1,2030,0.0003
REGION1,LNDRAPIIBC1,2031,0.0002
REGION1,LNDRAPIIBC1,2032,0.0001
REGION1,LNDRAPIIBC1,2033,0.0001
REGION1,LNDRAPIIBC1,2034,0.0
REGION1,LNDRAPIRBC1,2020,0.0763
REGION1,LNDRAPIRBC1,2021,0.0712
REGION1,LNDRAPIRBC1,2022,0.0661
REGION1,LNDRAPIRBC1,2023,0.061
REGION1,LNDRAPIRBC1,2024,0.0559
REGION1,LNDRAPIRBC1,2025,0.0508
REGION1,LNDRAPIRBC1,2026,0.0458
REGION1,LNDRAPIRBC1,2027,0.0407
REGION1,LNDRAPIRBC1,2028,0.0356
REGION1,LNDRAPIRBC1,2029,0.0305
REGION1,LNDRAPIRBC1,2030,0.0254
REGION1,LNDRAPIRBC1,2031,0.0203
REGION1,LNDRAPIRBC1,2032,0.0152
REGION1,LNDRAPIRBC1,2033,0.0102
REGION1,LNDRAPIRBC1,2034,0.0051
REGION1,LNDRYEHIBC1,2020,0.0001
REGION1,LNDRYEHIBC1,2021,0.0001
REGION1,LNDRYEHIBC1,2022,0.0001
REGION1,LNDRYEHIBC1,2023,0.0001
REGION1,LNDRYEHIBC1,2024,0.0001
REGION1,LNDRYEHIBC1,2025,0.0001
REGION1,LNDRYEHIBC1,2026,0.0001
REGION1,LNDRYEHIBC1,2027,0.0001
REGION1,LNDRYEHIBC1,2028,0.0001
REGION1,LNDRYEHIBC1,2029,0.0001
REGION1,LNDRYEHIBC1,2030,0.0
REGION1,LNDRYEHIBC1,2031,0.0
REGION1,LNDRYEHIBC1,2032,0.0
REGION1,LNDRYEHIBC1,2033,0.0
REGION1,LNDRYEHIBC1,2034,0.0
REGION1,LNDRYEHRBC1,2020,0.0151
REGION1,LNDRYEHRBC1,2021,0.0141
REGION1,LNDRYEHRBC1,2022,0.0131
REGION1,LNDRYEHRBC1,2023,0.0121
REGION1,LNDRYEHRBC1,2024,0.0111
REGION1,LNDRYEHRBC1,2025,0.0101
REGION1,LNDRYEHRBC1,2026,0.0091
REGION1,LNDRYEHRBC1,2027,0.0081
REGION1,LNDRYEHRBC1,2028,0.007
REGION1,LNDRYEHRBC1,2029,0.006
REGION1,LNDRYEHRBC1,2030,0.005
REGION1,LNDRYEHRBC1,2031,0.0042
REGION1,LNDRYEHRBC1,2032,0.0043
REGION1,LNDRYEHRBC1,2033,0.0045
REGION1,LNDRYEHRBC1,2034,0.0047
REGION1,LNDRYEHRBC1,2035,0.0046
REGION1,LNDRYEHRBC1,2036,0.0046
REGION1,LNDRYEHRBC1,2037,0.0046
REGION1,LNDRYEHRBC1,2038,0.0046
REGION1,LNDRYEHRBC1,2039,0.0046
REGION1,LNDRYEHRBC1,2040,0.0046
REGION1,LNDRYEHRBC1,2041,0.0046
REGION1,LNDRYEHRBC1,2042,0.0046
REGION1,LNDRYEHRBC1,2043,0.0046
REGION1,LNDRYEHRBC1,2044,0.0046
REGION1,LNDRYEHRBC1,2045,0.0046
REGION1,LNDRYEHRBC1,2046,0.0045
REGION1,LNDRYEHRBC1,2047,0.0044
REGION1,LNDRYEHRBC1,2048,0.0044
REGION1,LNDRYEHRBC1,2049,0.0044
REGION1,LNDRYEHRBC1,2050,0.0044
REGION1,LNDRYEIIBC1,2020,0.0
REGION1,LNDRYEIIBC1,2021,0.0
REGION1,LNDRYEIIBC1,2022,0.0
REGION1,LNDRYEIIBC1,2023,0.0
REGION1,LNDRYEIIBC1,2024,0.0
REGION1,LNDRYEIIBC1,2025,0.0
REGION1,LNDRYEIIBC1,2026,0.0
REGION1,LNDRYEIIBC1,2027,0.0
REGION1,LNDRYEIIBC1,2028,0.0
REGION1,LNDRYEIIBC1,2029,0.0
REGION1,LNDRYEIIBC1,2030,0.0
REGION1,LNDRYEIIBC1,2031,0.0
REGION1,LNDRYEIIBC1,2032,0.0
REGION1,LNDRYEIIBC1,2033,0.0
REGION1,LNDRYEIRBC1,2020,0.0038
REGION1,LNDRYEIRBC1,2021,0.0035
REGION1,LNDRYEIRBC1,2022,0.0033
REGION1,LNDRYEIRBC1,2023,0.003
REGION1,LNDRYEIRBC1,2024,0.0028
REGION1,LNDRYEIRBC1,2025,0.0025
REGION1,LNDRYEIRBC1,2026,0.0023
REGION1,LNDRYEIRBC1,2027,0.002
REGION1,LNDRYEIRBC1,2028,0.0018
REGION1,LNDRYEIRBC1,2029,0.0015
REGION1,LNDRYEIRBC1,2030,0.0013
REGION1,LNDRYEIRBC1,2031,0.001
REGION1,LNDRYEIRBC1,2032,0.0008
REGION1,LNDRYEIRBC1,2033,0.0005
REGION1,LNDRYEIRBC1,2034,0.0002
REGION1,LNDRYELRBC1,2035,0.0007
REGION1,LNDRYELRBC1,2036,0.0007
REGION1,LNDRYELRBC1,2037,0.0007
REGION1,LNDRYELRBC1,2038,0.0007
REGION1,LNDRYELRBC1,2039,0.0007
REGION1,LNDRYELRBC1,2040,0.0007
REGION1,LNDRYELRBC1,2041,0.0007
REGION1,LNDRYELRBC1,2042,0.0007
REGION1,LNDRYELRBC1,2043,0.0007
REGION1,LNDRYELRBC1,2044,0.0007
REGION1,LNDRYELRBC1,2045,0.0007
REGION1,LNDRYELRBC1,2046,0.0007
REGION1,LNDRYELRBC1,2047,0.0007
REGION1,LNDRYELRBC1,2048,0.0007
REGION1,LNDRYELRBC1,2049,0.0007
REGION1,LNDWATBC1,2020,43.4772
REGION1,LNDWATBC1,2021,43.4772
REGION1,LNDWATBC1,2022,43.4772
REGION1,LNDWATBC1,2023,43.4772
REGION1,LNDWATBC1,2024,43.4772
REGION1,LNDWATBC1,2025,43.4772
REGION1,LNDWATBC1,2026,43.4772
REGION1,LNDWATBC1,2027,43.4772
REGION1,LNDWATBC1,2028,43.4772
REGION1,LNDWATBC1,2029,43.4772
REGION1,LNDWATBC1,2030,43.4772
REGION1,LNDWATBC1,2031,43.4772
REGION1,LNDWATBC1,2032,43.4772
REGION1,LNDWATBC1,2033,43.4772
REGION1,LNDWATBC1,2034,43.4772
REGION1,LNDWATBC1,2035,43.4772
REGION1,LNDWATBC1,2036,43.4772
REGION1,LNDWATBC1,2037,43.4772
REGION1,LNDWATBC1,2038,43.4772
REGION1,LNDWATBC1,2039,43.4772
REGION1,LNDWATBC1,2040,43.4772
REGION1,LNDWATBC1,2041,43.4772
REGION1,LNDWATBC1,2042,43.4772
REGION1,LNDWATBC1,2043,43.4772
REGION1,LNDWATBC1,2044,43.4772
REGION1,LNDWATBC1,2045,43.4772
REGION1,LNDWATBC1,2046,43.4772
REGION1,LNDWATBC1,2047,43.4772
REGION1,LNDWATBC1,2048,43.4772
REGION1,LNDWATBC1,2049,43.4772
REGION1,LNDWATBC1,2050,43.4772
REGION1,LNDWHEHIBC1,2020,0.0035
REGION1,LNDWHEHIBC1,2021,0.0032
REGION1,LNDWHEHIBC1,2022,0.003
REGION1,LNDWHEHIBC1,2023,0.0028
REGION1,LNDWHEHIBC1,2024,0.0025
REGION1,LNDWHEHIBC1,2025,0.0023
REGION1,LNDWHEHIBC1,2026,0.0021
REGION1,LNDWHEHIBC1,2027,0.0018
REGION1,LNDWHEHIBC1,2028,0.0016
REGION1,LNDWHEHIBC1,2029,0.0014
REGION1,LNDWHEHIBC1,2030,0.0012
REGION1,LNDWHEHIBC1,2031,0.0009
REGION1,LNDWHEHIBC1,2032,0.0007
REGION1,LNDWHEHIBC1,2033,0.0005
REGION1,LNDWHEHIBC1,2034,0.0002
REGION1,LNDWHEHRBC1,2020,0.3432
REGION1,LNDWHEHRBC1,2021,0.3203
REGION1,LNDWHEHRBC1,2022,0.2975
REGION1,LNDWHEHRBC1,2023,0.2746
REGION1,LNDWHEHRBC1,2024,0.2517
REGION1,LNDWHEHRBC1,2025,0.2288
REGION1,LNDWHEHRBC1,2026,0.2059
REGION1,LNDWHEHRBC1,2027,0.183
REGION1,LNDWHEHRBC1,2028,0.1602
REGION1,LNDWHEHRBC1,2029,0.1373
REGION1,LNDWHEHRBC1,2030,0.1144
REGION1,LNDWHEHRBC1,2031,0.0945
REGION1,LNDWHEHRBC1,2032,0.0996
REGION1,LNDWHEHRBC1,2033,0.1047
REGION1,LNDWHEHRBC1,2034,0.1085
REGION1,LNDWHEHRBC1,2035,0.1136
REGION1,LNDWHEHRBC1,2036,0.1149
REGION1,LNDWHEHRBC1,2037,0.1162
REGION1,LNDWHEHRBC1,2038,0.1174
REGION1,LNDWHEHRBC1,2039,0.1187
REGION1,LNDWHEHRBC1,2040,0.1199
REGION1,LNDWHEHRBC1,2041,0.1212
REGION1,LNDWHEHRBC1,2042,0.1225
REGION1,LNDWHEHRBC1,2043,0.1225
REGION1,LNDWHEHRBC1,2044,0.1237
REGION1,LNDWHEHRBC1,2045,0.125
REGION1,LNDWHEHRBC1,2046,0.1263
REGION1,LNDWHEHRBC1,2047,0.1275
REGION1,LNDWHEHRBC1,2048,0.1288
REGION1,LNDWHEHRBC1,2049,0.1301
REGION1,LNDWHEHRBC1,2050,0.1313
REGION1,LNDWHEIIBC1,2020,0.0009
REGION1,LNDWHEIIBC1,2021,0.0008
REGION1,LNDWHEIIBC1,2022,0.0008
REGION1,LNDWHEIIBC1,2023,0.0007
REGION1,LNDWHEIIBC1,2024,0.0006
REGION1,LNDWHEIIBC1,2025,0.0006
REGION1,LNDWHEIIBC1,2026,0.0005
REGION1,LNDWHEIIBC1,2027,0.0005
REGION1,LNDWHEIIBC1,2028,0.0004
REGION1,LNDWHEIIBC1,2029,0.0004
REGION1,LNDWHEIIBC1,2030,0.0003
REGION1,LNDWHEIIBC1,2031,0.0002
REGION1,LNDWHEIIBC1,2032,0.0002
REGION1,LNDWHEIIBC1,2033,0.0001
REGION1,LNDWHEIIBC1,2034,0.0001
REGION1,LNDWHEIRBC1,2020,0.0858
REGION1,LNDWHEIRBC1,2021,0.0801
REGION1,LNDWHEIRBC1,2022,0.0744
REGION1,LNDWHEIRBC1,2023,0.0686
REGION1,LNDWHEIRBC1,2024,0.0629
REGION1,LNDWHEIRBC1,2025,0.0572
REGION1,LNDWHEIRBC1,2026,0.0515
REGION1,LNDWHEIRBC1,2027,0.0458
REGION1,LNDWHEIRBC1,2028,0.04
REGION1,LNDWHEIRBC1,2029,0.0343
REGION1,LNDWHEIRBC1,2030,0.0286
REGION1,LNDWHEIRBC1,2031,0.0229
REGION1,LNDWHEIRBC1,2032,0.0172
REGION1,LNDWHEIRBC1,2033,0.0114
REGION1,LNDWHEIRBC1,2034,0.0057
REGION1,MINLNDBC1,2020,934.3434
REGION1,MINLNDBC1,2021,934.3434
REGION1,MINLNDBC1,2022,934.3434
REGION1,MINLNDBC1,2023,934.3434
REGION1,MINLNDBC1,2024,934.3434
REGION1,MINLNDBC1,2025,934.3434
REGION1,MINLNDBC1,2026,934.3434
REGION1,MINLNDBC1,2027,934.3434
REGION1,MINLNDBC1,2028,934.3434
REGION1,MINLNDBC1,2029,934.3434
REGION1,MINLNDBC1,2030,934.3434
REGION1,MINLNDBC1,2031,934.3434
REGION1,MINLNDBC1,2032,934.3434
REGION1,MINLNDBC1,2033,934.3434
REGION1,MINLNDBC1,2034,934.3434
REGION1,MINLNDBC1,2035,934.3434
REGION1,MINLNDBC1,2036,934.3434
REGION1,MINLNDBC1,2037,934.3434
REGION1,MINLNDBC1,2038,934.3434
REGION1,MINLNDBC1,2039,934.3434
REGION1,MINLNDBC1,2040,934.3434
REGION1,MINLNDBC1,2041,934.3434
REGION1,MINLNDBC1,2042,934.3434
REGION1,MINLNDBC1,2043,934.3434
REGION1,MINLNDBC1,2044,934.3434
REGION1,MINLNDBC1,2045,934.3434
REGION1,MINLNDBC1,2046,934.3434
REGION1,MINLNDBC1,2047,934.3434
REGION1,MINLNDBC1,2048,934.3434
REGION1,MINLNDBC1,2049,934.3434
REGION1,MINLNDBC1,2050,934.3434
REGION1,MINNGS,2020,396.6364
REGION1,MINNGS,2021,396.6364
REGION1,MINNGS,2022,396.6364
REGION1,MINNGS,2023,396.6364
REGION1,MINNGS,2024,400.798
REGION1,MINNGS,2025,425.3636
REGION1,MINNGS,2026,461.2121
REGION1,MINNGS,2027,472.2727
REGION1,MINNGS,2028,476.3838
REGION1,MINNGS,2029,480.7475
REGION1,MINNGS,2030,501.505
REGION1,MINNGS,2031,530.303
REGION1,MINNGS,2032,549.404
REGION1,MINNGS,2033,549.899
REGION1,MINNGS,2034,550.7273
REGION1,MINNGS,2035,552.5151
REGION1,MINNGS,2036,554.4343
REGION1,MINNGS,2037,555.303
REGION1,MINNGS,2038,556.4242
REGION1,MINNGS,2039,557.8182
REGION1,MINNGS,2040,559.2929
REGION1,MINNGS,2041,589.0939
REGION1,MINNGS,2042,596.9879
REGION1,MINNGS,2043,604.8818
REGION1,MINNGS,2044,612.7758
REGION1,MINNGS,2045,620.6687
REGION1,MINNGS,2046,628.5616
REGION1,MINNGS,2047,636.4556
REGION1,MINNGS,2048,644.3485
REGION1,MINNGS,2049,652.2424
REGION1,MINNGS,2050,660.1364
REGION1,MINPRCBC1,2020,703.4104
REGION1,MINPRCBC1,2021,711.1966
REGION1,MINPRCBC1,2022,711.155
REGION1,MINPRCBC1,2023,712.6881
REGION1,MINPRCBC1,2024,713.6629
REGION1,MINPRCBC1,2025,713.7072
REGION1,MINPRCBC1,2026,714.046
REGION1,MINPRCBC1,2027,696.1334
REGION1,MINPRCBC1,2028,696.6578
REGION1,MINPRCBC1,2029,696.9745
REGION1,MINPRCBC1,2030,697.2037
REGION1,MINPRCBC1,2031,697.6876
REGION1,MINPRCBC1,2032,697.6149
REGION1,MINPRCBC1,2033,697.9081
REGION1,MINPRCBC1,2034,698.0644
REGION1,MINPRCBC1,2035,679.3106
REGION1,MINPRCBC1,2036,678.1102
REGION1,MINPRCBC1,2037,677.9341
REGION1,MINPRCBC1,2038,677.6232
REGION1,MINPRCBC1,2039,677.1861
REGION1,MINPRCBC1,2040,677.4242
REGION1,MINPRCBC1,2041,677.7964
REGION1,MINPRCBC1,2042,678.1417
REGION1,MINPRCBC1,2043,678.4948
REGION1,MINPRCBC1,2044,678.8181
REGION1,MINPRCBC1,2045,679.1494
REGION1,MINPRCBC1,2046,679.4738
REGION1,MINPRCBC1,2047,679.8022
REGION1,MINPRCBC1,2048,680.1353
REGION1,MINPRCBC1,2049,680.4586
REGION1,MINPRCBC1,2050,680.7909
REGION1,PWRBIOB01,2020,0.05
REGION1,PWRBIOB01,2021,0.05
REGION1,PWRBIOB01,2022,0.05
REGION1,PWRBIOB01,2023,0.05
REGION1,PWRBIOB01,2024,0.05
REGION1,PWRBIOB01,2025,0.05
REGION1,PWRBIOB01,2026,0.05
REGION1,PWRBIOB01,2027,0.05
REGION1,PWRBIOB01,2028,0.05
REGION1,PWRBIOB01,2029,0.05
REGION1,PWRBIOB01,2030,0.05
REGION1,PWRBIOB01,2031,0.05
REGION1,PWRBIOB01,2032,0.05
REGION1,PWRBIOB01,2033,0.05
REGION1,PWRBIOB01,2034,0.05
REGION1,PWRBIOB01,2035,0.05
REGION1,PWRBIOB01,2036,0.05
REGION1,PWRBIOB01,2037,0.05
REGION1,PWRBIOB01,2038,0.05
REGION1,PWRBIOB01,2039,0.05
REGION1,PWRBIOB01,2040,0.05
REGION1,PWRBIOB01,2041,0.05
REGION1,PWRBIOB01,2042,0.05
REGION1,PWRBIOB01,2043,0.05
REGION1,PWRBIOB01,2044,0.05
REGION1,PWRBIOB01,2045,0.05
REGION1,PWRBIOB01,2046,0.05
REGION1,PWRBIOB01,2047,0.05
REGION1,PWRBIOB01,2048,0.05
REGION1,PWRBIOB01,2049,0.05
REGION1,PWRBIOB01,2050,0.05
REGION1,PWRBIOB02,2020,0.18
REGION1,PWRBIOB02,2021,0.18
REGION1,PWRBIOB02,2022,0.18
REGION1,PWRBIOB02,2023,0.18
REGION1,PWRBIOB02,2024,0.18
REGION1,PWRBIOB02,2025,0.18
REGION1,PWRBIOB02,2026,0.18
REGION1,PWRBIOB02,2027,0.18
REGION1,PWRBIOB02,2028,0.18
REGION1,PWRBIOB02,2029,0.18
REGION1,PWRBIOB02,2030,0.18
REGION1,PWRBIOB02,2031,0.18
REGION1,PWRBIOB02,2032,0.18
REGION1,PWRBIOB02,2033,0.18
REGION1,PWRBIOB02,2034,0.18
REGION1,PWRBIOB02,2035,0.18
REGION1,PWRBIOB02,2036,0.18
REGION1,PWRBIOB02,2037,0.18
REGION1,PWRBIOB02,2038,0.18
REGION1,PWRBIOB02,2039,0.18
REGION1,PWRBIOB02,2040,0.18
REGION1,PWRBIOB02,2041,0.18
REGION1,PWRBIOB02,2042,0.18
REGION1,PWRBIOB02,2043,0.18
REGION1,PWRBIOB02,2044,0.18
REGION1,PWRBIOB02,2045,0.18
REGION1,PWRBIOB02,2046,0.18
REGION1,PWRBIOB02,2047,0.18
REGION1,PWRBIOB02,2048,0.18
REGION1,PWRBIOB02,2049,0.18
REGION1,PWRBIOB02,2050,0.18
REGION1,PWRBIOB03,2020,0.06
REGION1,PWRBIOB03,2021,0.06
REGION1,PWRBIOB03,2022,0.06
REGION1,PWRBIOB03,2023,0.06
REGION1,PWRBIOB03,2024,0.06
REGION1,PWRBIOB03,2025,0.06
REGION1,PWRBIOB03,2026,0.06
REGION1,PWRBIOB03,2027,0.06
REGION1,PWRBIOB03,2028,0.06
REGION1,PWRBIOB03,2029,0.06
REGION1,PWRBIOB03,2030,0.06
REGION1,PWRBIOB03,2031,0.06
REGION1,PWRBIOB03,2032,0.06
REGION1,PWRBIOB03,2033,0.06
REGION1,PWRBIOB03,2034,0.06
REGION1,PWRBIOB03,2035,0.06
REGION1,PWRBIOB03,2036,0.06
REGION1,PWRBIOB03,2037,0.06
REGION1,PWRBIOB03,2038,0.06
REGION1,PWRBIOB03,2039,0.06
REGION1,PWRBIOB03,2040,0.06
REGION1,PWRBIOB03,2041,0.06
REGION1,PWRBIOB03,2042,0.06
REGION1,PWRBIOB03,2043,0.06
REGION1,PWRBIOB03,2044,0.06
REGION1,PWRBIOB03,2045,0.06
REGION1,PWRBIOB03,2046,0.06
REGION1,PWRBIOB03,2047,0.06
REGION1,PWRBIOB03,2048,0.06
REGION1,PWRBIOB03,2049,0.06
REGION1,PWRBIOB03,2050,0.06
REGION1,PWRBIOB04,2020,0.27
REGION1,PWRBIOB04,2021,0.27
REGION1,PWRBIOB04,2022,0.27
REGION1,PWRBIOB04,2023,0.27
REGION1,PWRBIOB04,2024,0.27
REGION1,PWRBIOB04,2025,0.27
REGION1,PWRBIOB04,2026,0.27
REGION1,PWRBIOB04,2027,0.27
REGION1,PWRBIOB04,2028,0.27
REGION1,PWRBIOB04,2029,0.27
REGION1,PWRBIOB04,2030,0.27
REGION1,PWRBIOB04,2031,0.27
REGION1,PWRBIOB04,2032,0.27
REGION1,PWRBIOB04,2033,0.27
REGION1,PWRBIOB04,2034,0.27
REGION1,PWRBIOB04,2035,0.27
REGION1,PWRBIOB04,2036,0.27
REGION1,PWRBIOB04,2037,0.27
REGION1,PWRBIOB04,2038,0.27
REGION1,PWRBIOB04,2039,0.27
REGION1,PWRBIOB04,2040,0.27
REGION1,PWRBIOB04,2041,0.27
REGION1,PWRBIOB04,2042,0.27
REGION1,PWRBIOB04,2043,0.27
REGION1,PWRBIOB04,2044,0.27
REGION1,PWRBIOB04,2045,0.27
REGION1,PWRBIOB04,2046,0.27
REGION1,PWRBIOB04,2047,0.27
REGION1,PWRBIOB04,2048,0.27
REGION1,PWRBIOB04,2049,0.27
REGION1,PWRBIOB04,2050,0.27
REGION1,PWRBIOB05,2020,0.16
REGION1,PWRBIOB05,2021,0.16
REGION1,PWRBIOB05,2022,0.16
REGION1,PWRBIOB05,2023,0.16
REGION1,PWRBIOB05,2024,0.16
REGION1,PWRBIOB05,2025,0.16
REGION1,PWRBIOB05,2026,0.16
REGION1,PWRBIOB05,2027,0.16
REGION1,PWRBIOB05,2028,0.16
REGION1,PWRBIOB05,2029,0.16
REGION1,PWRBIOB05,2030,0.16
REGION1,PWRBIOB05,2031,0.16
REGION1,PWRBIOB05,2032,0.16
REGION1,PWRBIOB05,2033,0.16
REGION1,PWRBIOB05,2034,0.16
REGION1,PWRBIOB05,2035,0.16
REGION1,PWRBIOB05,2036,0.16
REGION1,PWRBIOB05,2037,0.16
REGION1,PWRBIOB05,2038,0.16
REGION1,PWRBIOB05,2039,0.16
REGION1,PWRBIOB05,2040,0.16
REGION1,PWRBIOB05,2041,0.16
REGION1,PWRBIOB05,2042,0.16
REGION1,PWRBIOB05,2043,0.16
REGION1,PWRBIOB05,2044,0.16
REGION1,PWRBIOB05,2045,0.16
REGION1,PWRBIOB05,2046,0.16
REGION1,PWRBIOB05,2047,0.16
REGION1,PWRBIOB05,2048,0.16
REGION1,PWRBIOB05,2049,0.16
REGION1,PWRBIOB05,2050,0.16
REGION1,PWRHYDB01,2020,2.73
REGION1,PWRHYDB01,2021,2.73
REGION1,PWRHYDB01,2022,2.73
REGION1,PWRHYDB01,2023,2.73
REGION1,PWRHYDB01,2024,2.73
REGION1,PWRHYDB01,2025,2.73
REGION1,PWRHYDB01,2026,2.73
REGION1,PWRHYDB01,2027,2.73
REGION1,PWRHYDB01,2028,2.73
REGION1,PWRHYDB01,2029,2.73
REGION1,PWRHYDB01,2030,2.73
REGION1,PWRHYDB01,2031,2.73
REGION1,PWRHYDB01,2032,2.73
REGION1,PWRHYDB01,2033,2.73
REGION1,PWRHYDB01,2034,2.73
REGION1,PWRHYDB01,2035,2.73
REGION1,PWRHYDB01,2036,2.73
REGION1,PWRHYDB01,2037,2.73
REGION1,PWRHYDB01,2038,2.73
REGION1,PWRHYDB01,2039,2.73
REGION1,PWRHYDB01,2040,2.73
REGION1,PWRHYDB01,2041,2.73
REGION1,PWRHYDB01,2042,2.73
REGION1,PWRHYDB01,2043,2.73
REGION1,PWRHYDB01,2044,2.73
REGION1,PWRHYDB01,2045,2.73
REGION1,PWRHYDB01,2046,2.73
REGION1,PWRHYDB01,2047,2.73
REGION1,PWRHYDB01,2048,2.73
REGION1,PWRHYDB01,2049,2.73
REGION1,PWRHYDB01,2050,2.73
REGION1,PWRHYDB02,2020,0.69
REGION1,PWRHYDB02,2021,0.69
REGION1,PWRHYDB02,2022,0.69
REGION1,PWRHYDB02,2023,0.69
REGION1,PWRHYDB02,2024,0.69
REGION1,PWRHYDB02,2025,0.69
REGION1,PWRHYDB02,2026,0.69
