r,t,m,y,TotalAnnualTechnologyActivityByMode
REGION1,LNDAGRBC1C01,52,2027,0.01
REGION1,LNDAGRBC1C01,52,2042,0.0118
REGION1,LNDAGRBC1C01,54,2020,0.4193
REGION1,LNDAGRBC1C01,54,2021,0.4239
REGION1,LNDAGRBC1C01,54,2022,0.4286
REGION1,LNDAGRBC1C01,54,2023,0.4333
REGION1,LNDAGRBC1C01,54,2024,0.4381
REGION1,LNDAGRBC1C01,54,2025,0.4429
REGION1,LNDAGRBC1C01,54,2026,0.4478
REGION1,LNDAGRBC1C01,54,2027,0.4527
REGION1,LNDAGRBC1C01,54,2028,0.4577
REGION1,LNDAGRBC1C01,54,2029,0.4627
REGION1,LNDAGRBC1C01,54,2030,0.4678
REGION1,LNDAGRBC1C01,54,2031,0.4729
REGION1,LNDAGRBC1C01,54,2032,0.4782
REGION1,LNDAGRBC1C01,54,2033,0.4834
REGION1,LNDAGRBC1C01,54,2034,0.4887
REGION1,LNDAGRBC1C01,54,2035,0.4941
REGION1,LNDAGRBC1C01,54,2036,0.4995
REGION1,LNDAGRBC1C01,54,2037,0.505
REGION1,LNDAGRBC1C01,54,2038,0.5106
REGION1,LNDAGRBC1C01,54,2039,0.5162
REGION1,LNDAGRBC1C01,54,2040,0.5219
REGION1,LNDAGRBC1C01,54,2041,0.5276
REGION1,LNDAGRBC1C01,54,2042,0.5334
REGION1,LNDAGRBC1C01,54,2043,0.5393
REGION1,LNDAGRBC1C01,54,2044,0.5452
REGION1,LNDAGRBC1C01,54,2045,0.5512
REGION1,LNDAGRBC1C01,54,2046,0.5573
REGION1,LNDAGRBC1C01,54,2047,0.5634
REGION1,LNDAGRBC1C01,54,2048,0.5696
REGION1,LNDAGRBC1C01,54,2049,0.5759
REGION1,LNDAGRBC1C01,54,2050,0.5822
REGION1,LNDAGRBC1C02,51,2020,3.8454
REGION1,LNDAGRBC1C02,51,2021,3.8454
REGION1,LNDAGRBC1C02,51,2022,3.8454
REGION1,LNDAGRBC1C02,51,2023,3.8454
REGION1,LNDAGRBC1C02,51,2024,3.8454
REGION1,LNDAGRBC1C02,51,2025,3.8454
REGION1,LNDAGRBC1C02,51,2026,3.8454
REGION1,LNDAGRBC1C02,51,2027,3.8454
REGION1,LNDAGRBC1C02,51,2028,3.8454
REGION1,LNDAGRBC1C02,51,2029,3.8454
REGION1,LNDAGRBC1C02,51,2030,3.8454
REGION1,LNDAGRBC1C02,51,2031,3.8454
REGION1,LNDAGRBC1C02,51,2032,3.8454
REGION1,LNDAGRBC1C02,51,2033,3.8454
REGION1,LNDAGRBC1C02,51,2034,3.8454
REGION1,LNDAGRBC1C02,51,2035,3.8454
REGION1,LNDAGRBC1C02,51,2036,3.8454
REGION1,LNDAGRBC1C02,51,2037,3.8454
REGION1,LNDAGRBC1C02,51,2038,3.8454
REGION1,LNDAGRBC1C02,51,2039,3.8454
REGION1,LNDAGRBC1C02,51,2040,3.8454
REGION1,LNDAGRBC1C02,51,2041,3.8454
REGION1,LNDAGRBC1C02,51,2042,3.8454
REGION1,LNDAGRBC1C02,51,2043,3.8454
REGION1,LNDAGRBC1C02,51,2044,3.8454
REGION1,LNDAGRBC1C02,51,2045,3.8454
REGION1,LNDAGRBC1C02,51,2046,3.8454
REGION1,LNDAGRBC1C02,51,2047,3.8454
REGION1,LNDAGRBC1C02,51,2048,3.8454
REGION1,LNDAGRBC1C02,51,2049,3.8454
REGION1,LNDAGRBC1C02,51,2050,3.8454
REGION1,LNDAGRBC1C02,53,2020,18.7502
REGION1,LNDAGRBC1C02,53,2021,18.7502
REGION1,LNDAGRBC1C02,53,2022,18.7502
REGION1,LNDAGRBC1C02,53,2023,18.7502
REGION1,LNDAGRBC1C02,53,2024,18.7502
REGION1,LNDAGRBC1C02,53,2025,18.7502
REGION1,LNDAGRBC1C02,53,2026,18.7502
REGION1,LNDAGRBC1C02,53,2027,18.7502
REGION1,LNDAGRBC1C02,53,2028,18.7502
REGION1,LNDAGRBC1C02,53,2029,18.7502
REGION1,LNDAGRBC1C02,53,2030,18.7502
REGION1,LNDAGRBC1C02,53,2031,18.7502
REGION1,LNDAGRBC1C02,53,2032,18.7502
REGION1,LNDAGRBC1C02,53,2033,18.7502
REGION1,LNDAGRBC1C02,53,2034,18.7502
REGION1,LNDAGRBC1C02,53,2035,18.7502
REGION1,LNDAGRBC1C02,53,2036,18.7502
REGION1,LNDAGRBC1C02,53,2037,18.7502
REGION1,LNDAGRBC1C02,53,2038,18.7502
REGION1,LNDAGRBC1C02,53,2039,18.7502
REGION1,LNDAGRBC1C02,53,2040,18.7502
REGION1,LNDAGRBC1C02,53,2041,18.7502
REGION1,LNDAGRBC1C02,53,2042,18.7502
REGION1,LNDAGRBC1C02,53,2043,18.7502
REGION1,LNDAGRBC1C02,53,2044,18.7502
REGION1,LNDAGRBC1C02,53,2045,18.7502
REGION1,LNDAGRBC1C02,53,2046,18.7502
REGION1,LNDAGRBC1C02,53,2047,18.7502
REGION1,LNDAGRBC1C02,53,2048,18.7502
REGION1,LNDAGRBC1C02,53,2049,18.7502
REGION1,LNDAGRBC1C02,53,2050,18.7502
REGION1,LNDAGRBC1C02,52,2020,0.0092
REGION1,LNDAGRBC1C02,52,2027,0.01
REGION1,LNDAGRBC1C02,52,2042,0.0118
REGION1,LNDAGRBC1C02,54,2020,0.2777
REGION1,LNDAGRBC1C02,54,2021,0.2807
REGION1,LNDAGRBC1C02,54,2022,0.2838
REGION1,LNDAGRBC1C02,54,2023,0.2869
REGION1,LNDAGRBC1C02,54,2024,0.2901
REGION1,LNDAGRBC1C02,54,2025,0.2933
REGION1,LNDAGRBC1C02,54,2026,0.2965
REGION1,LNDAGRBC1C02,54,2027,0.2998
REGION1,LNDAGRBC1C02,54,2028,0.3031
REGION1,LNDAGRBC1C02,54,2029,0.3064
REGION1,LNDAGRBC1C02,54,2030,0.3098
REGION1,LNDAGRBC1C02,54,2031,0.3132
REGION1,LNDAGRBC1C02,54,2032,0.3166
REGION1,LNDAGRBC1C02,54,2033,0.3201
REGION1,LNDAGRBC1C02,54,2034,0.3236
REGION1,LNDAGRBC1C02,54,2035,0.3272
REGION1,LNDAGRBC1C02,54,2036,0.3308
REGION1,LNDAGRBC1C02,54,2037,0.3344
REGION1,LNDAGRBC1C02,54,2038,0.3381
REGION1,LNDAGRBC1C02,54,2039,0.3418
REGION1,LNDAGRBC1C02,54,2040,0.3456
REGION1,LNDAGRBC1C02,54,2041,0.3494
REGION1,LNDAGRBC1C02,54,2042,0.3532
REGION1,LNDAGRBC1C02,54,2043,0.3571
REGION1,LNDAGRBC1C02,54,2044,0.361
REGION1,LNDAGRBC1C02,54,2045,0.365
REGION1,LNDAGRBC1C02,54,2046,0.369
REGION1,LNDAGRBC1C02,54,2047,0.3731
REGION1,LNDAGRBC1C02,54,2048,0.3772
REGION1,LNDAGRBC1C02,54,2049,0.3813
REGION1,LNDAGRBC1C02,54,2050,0.3855
REGION1,LNDAGRBC1C02,55,2020,3.9978
REGION1,LNDAGRBC1C02,55,2021,3.9978
REGION1,LNDAGRBC1C02,55,2022,3.9978
REGION1,LNDAGRBC1C02,55,2023,3.9978
REGION1,LNDAGRBC1C02,55,2024,3.9978
REGION1,LNDAGRBC1C02,55,2025,3.9978
REGION1,LNDAGRBC1C02,55,2026,3.9978
REGION1,LNDAGRBC1C02,55,2027,3.9978
REGION1,LNDAGRBC1C02,55,2028,3.9978
REGION1,LNDAGRBC1C02,55,2029,3.9978
REGION1,LNDAGRBC1C02,55,2030,3.9978
REGION1,LNDAGRBC1C02,55,2031,3.9978
REGION1,LNDAGRBC1C02,55,2032,3.9978
REGION1,LNDAGRBC1C02,55,2033,3.9978
REGION1,LNDAGRBC1C02,55,2034,3.9978
REGION1,LNDAGRBC1C02,55,2035,3.9978
REGION1,LNDAGRBC1C02,55,2036,3.9978
REGION1,LNDAGRBC1C02,55,2037,3.9978
REGION1,LNDAGRBC1C02,55,2038,3.9978
REGION1,LNDAGRBC1C02,55,2039,3.9978
REGION1,LNDAGRBC1C02,55,2040,3.9978
REGION1,LNDAGRBC1C02,55,2041,3.9978
REGION1,LNDAGRBC1C02,55,2042,3.9978
REGION1,LNDAGRBC1C02,55,2043,3.9978
REGION1,LNDAGRBC1C02,55,2044,3.9978
REGION1,LNDAGRBC1C02,55,2045,3.9978
REGION1,LNDAGRBC1C02,55,2046,3.9978
REGION1,LNDAGRBC1C02,55,2047,3.9978
REGION1,LNDAGRBC1C02,55,2048,3.9978
REGION1,LNDAGRBC1C02,55,2049,3.9978
REGION1,LNDAGRBC1C02,55,2050,3.9978
REGION1,LNDAGRBC1C03,29,2023,0.0018
REGION1,LNDAGRBC1C03,29,2024,0.027
REGION1,LNDAGRBC1C03,29,2025,0.0266
REGION1,LNDAGRBC1C03,29,2026,0.0239
REGION1,LNDAGRBC1C03,29,2027,0.0213
REGION1,LNDAGRBC1C03,29,2028,0.0186
REGION1,LNDAGRBC1C03,29,2029,0.016
REGION1,LNDAGRBC1C03,29,2030,0.0133
REGION1,LNDAGRBC1C03,29,2031,0.0106
REGION1,LNDAGRBC1C03,29,2032,0.008
REGION1,LNDAGRBC1C03,29,2033,0.0053
REGION1,LNDAGRBC1C03,29,2034,0.0027
REGION1,LNDAGRBC1C03,45,2035,0.0007
REGION1,LNDAGRBC1C03,45,2036,0.0007
REGION1,LNDAGRBC1C03,45,2037,0.0007
REGION1,LNDAGRBC1C03,45,2038,0.0007
REGION1,LNDAGRBC1C03,38,2020,0.1568
REGION1,LNDAGRBC1C03,38,2021,0.2341
REGION1,LNDAGRBC1C03,38,2022,0.2372
REGION1,LNDAGRBC1C03,38,2023,0.2416
REGION1,LNDAGRBC1C03,38,2024,0.2215
REGION1,LNDAGRBC1C03,38,2025,0.2013
REGION1,LNDAGRBC1C03,38,2026,0.1812
REGION1,LNDAGRBC1C03,38,2027,0.1611
REGION1,LNDAGRBC1C03,38,2028,0.1409
REGION1,LNDAGRBC1C03,38,2029,0.1208
REGION1,LNDAGRBC1C03,38,2030,0.1007
REGION1,LNDAGRBC1C03,38,2031,0.0805
REGION1,LNDAGRBC1C03,38,2032,0.0604
REGION1,LNDAGRBC1C03,38,2033,0.0403
REGION1,LNDAGRBC1C03,38,2034,0.0201
REGION1,LNDAGRBC1C03,16,2020,0.0022
REGION1,LNDAGRBC1C03,16,2021,0.002
REGION1,LNDAGRBC1C03,16,2022,0.0019
REGION1,LNDAGRBC1C03,16,2023,0.0017
REGION1,LNDAGRBC1C03,16,2024,0.0016
REGION1,LNDAGRBC1C03,16,2025,0.0084
REGION1,LNDAGRBC1C03,16,2026,0.0262
REGION1,LNDAGRBC1C03,16,2027,0.044
REGION1,LNDAGRBC1C03,16,2028,0.0618
REGION1,LNDAGRBC1C03,16,2029,0.0819
REGION1,LNDAGRBC1C03,16,2030,0.0997
REGION1,LNDAGRBC1C03,16,2031,0.1175
REGION1,LNDAGRBC1C03,16,2032,0.1375
REGION1,LNDAGRBC1C03,16,2033,0.1553
REGION1,LNDAGRBC1C03,16,2034,0.1731
REGION1,LNDAGRBC1C03,16,2035,0.1909
REGION1,LNDAGRBC1C03,16,2036,0.1955
REGION1,LNDAGRBC1C03,16,2037,0.1977
REGION1,LNDAGRBC1C03,16,2038,0.2
REGION1,LNDAGRBC1C03,16,2039,0.2045
REGION1,LNDAGRBC1C03,16,2040,0.2068
REGION1,LNDAGRBC1C03,16,2041,0.2091
REGION1,LNDAGRBC1C03,16,2042,0.2114
REGION1,LNDAGRBC1C03,16,2043,0.2159
REGION1,LNDAGRBC1C03,16,2044,0.2182
REGION1,LNDAGRBC1C03,16,2045,0.2205
REGION1,LNDAGRBC1C03,16,2046,0.2227
REGION1,LNDAGRBC1C03,16,2047,0.2273
REGION1,LNDAGRBC1C03,16,2048,0.2295
REGION1,LNDAGRBC1C03,16,2049,0.2318
REGION1,LNDAGRBC1C03,16,2050,0.2364
REGION1,LNDAGRBC1C03,41,2020,0.0001
REGION1,LNDAGRBC1C03,41,2021,0.0001
REGION1,LNDAGRBC1C03,41,2022,0.0001
REGION1,LNDAGRBC1C03,41,2023,0.0001
REGION1,LNDAGRBC1C03,41,2024,0.0001
REGION1,LNDAGRBC1C03,41,2025,0.0001
REGION1,LNDAGRBC1C03,41,2026,0.0001
REGION1,LNDAGRBC1C03,41,2027,0.0001
REGION1,LNDAGRBC1C03,41,2028,0.0001
REGION1,LNDAGRBC1C03,41,2029,0.0001
REGION1,LNDAGRBC1C03,41,2030,0.0
REGION1,LNDAGRBC1C03,41,2031,0.0
REGION1,LNDAGRBC1C03,41,2032,0.0
REGION1,LNDAGRBC1C03,41,2033,0.0
REGION1,LNDAGRBC1C03,41,2034,0.0
REGION1,LNDAGRBC1C03,2,2020,0.1287
REGION1,LNDAGRBC1C03,2,2021,0.1201
REGION1,LNDAGRBC1C03,2,2022,0.1115
REGION1,LNDAGRBC1C03,2,2023,0.103
REGION1,LNDAGRBC1C03,2,2024,0.0944
REGION1,LNDAGRBC1C03,2,2025,0.0858
REGION1,LNDAGRBC1C03,2,2026,0.0772
REGION1,LNDAGRBC1C03,2,2027,0.0686
REGION1,LNDAGRBC1C03,2,2028,0.0601
REGION1,LNDAGRBC1C03,2,2029,0.0515
REGION1,LNDAGRBC1C03,2,2030,0.0429
REGION1,LNDAGRBC1C03,2,2031,0.0343
REGION1,LNDAGRBC1C03,2,2032,0.0257
REGION1,LNDAGRBC1C03,2,2033,0.0172
REGION1,LNDAGRBC1C03,2,2034,0.0086
REGION1,LNDAGRBC1C03,14,2020,0.0351
REGION1,LNDAGRBC1C03,14,2021,0.0327
REGION1,LNDAGRBC1C03,14,2022,0.0304
REGION1,LNDAGRBC1C03,14,2023,0.028
REGION1,LNDAGRBC1C03,14,2024,0.0257
REGION1,LNDAGRBC1C03,14,2025,0.0234
REGION1,LNDAGRBC1C03,14,2026,0.021
REGION1,LNDAGRBC1C03,14,2027,0.0187
REGION1,LNDAGRBC1C03,14,2028,0.0164
REGION1,LNDAGRBC1C03,14,2029,0.014
REGION1,LNDAGRBC1C03,14,2030,0.0117
REGION1,LNDAGRBC1C03,14,2031,0.0093
REGION1,LNDAGRBC1C03,14,2032,0.007
REGION1,LNDAGRBC1C03,14,2033,0.0047
REGION1,LNDAGRBC1C03,14,2034,0.0023
REGION1,LNDAGRBC1C03,43,2020,0.0034
REGION1,LNDAGRBC1C03,43,2021,0.0055
REGION1,LNDAGRBC1C03,43,2022,0.0051
REGION1,LNDAGRBC1C03,43,2023,0.0051
REGION1,LNDAGRBC1C03,43,2024,0.0049
REGION1,LNDAGRBC1C03,43,2025,0.0049
REGION1,LNDAGRBC1C03,43,2026,0.0049
REGION1,LNDAGRBC1C03,43,2027,0.0049
REGION1,LNDAGRBC1C03,43,2028,0.0049
REGION1,LNDAGRBC1C03,43,2029,0.0049
REGION1,LNDAGRBC1C03,43,2030,0.0049
REGION1,LNDAGRBC1C03,43,2031,0.0041
REGION1,LNDAGRBC1C03,43,2032,0.0043
REGION1,LNDAGRBC1C03,43,2033,0.0045
REGION1,LNDAGRBC1C03,43,2034,0.0046
REGION1,LNDAGRBC1C03,43,2035,0.0046
REGION1,LNDAGRBC1C03,43,2036,0.0046
REGION1,LNDAGRBC1C03,43,2037,0.0046
REGION1,LNDAGRBC1C03,43,2038,0.0046
REGION1,LNDAGRBC1C03,43,2039,0.0046
REGION1,LNDAGRBC1C03,43,2040,0.0046
REGION1,LNDAGRBC1C03,43,2041,0.0046
REGION1,LNDAGRBC1C03,43,2042,0.0046
REGION1,LNDAGRBC1C03,43,2043,0.0046
REGION1,LNDAGRBC1C03,43,2044,0.0046
REGION1,LNDAGRBC1C03,43,2045,0.0046
REGION1,LNDAGRBC1C03,43,2046,0.0044
REGION1,LNDAGRBC1C03,43,2047,0.0044
REGION1,LNDAGRBC1C03,43,2048,0.0044
REGION1,LNDAGRBC1C03,43,2049,0.0044
REGION1,LNDAGRBC1C03,43,2050,0.0044
REGION1,LNDAGRBC1C03,22,2020,2.5145
REGION1,LNDAGRBC1C03,22,2021,2.9595
REGION1,LNDAGRBC1C03,22,2022,3.0267
REGION1,LNDAGRBC1C03,22,2023,3.0938
REGION1,LNDAGRBC1C03,22,2024,3.1832
REGION1,LNDAGRBC1C03,22,2025,3.2171
REGION1,LNDAGRBC1C03,22,2026,3.2954
REGION1,LNDAGRBC1C03,22,2027,3.3848
REGION1,LNDAGRBC1C03,22,2028,3.4964
REGION1,LNDAGRBC1C03,22,2029,3.5636
REGION1,LNDAGRBC1C03,22,2030,3.6863
REGION1,LNDAGRBC1C03,22,2031,3.7868
REGION1,LNDAGRBC1C03,22,2032,3.8207
REGION1,LNDAGRBC1C03,22,2033,3.9101
REGION1,LNDAGRBC1C03,22,2034,3.9995
REGION1,LNDAGRBC1C03,22,2035,4.0889
REGION1,LNDAGRBC1C03,22,2036,4.1556
REGION1,LNDAGRBC1C03,22,2037,4.2111
REGION1,LNDAGRBC1C03,22,2038,4.2556
REGION1,LNDAGRBC1C03,22,2039,4.3111
REGION1,LNDAGRBC1C03,22,2040,4.3556
REGION1,LNDAGRBC1C03,22,2041,4.4111
REGION1,LNDAGRBC1C03,22,2042,4.4556
REGION1,LNDAGRBC1C03,22,2043,4.5222
REGION1,LNDAGRBC1C03,22,2044,4.5667
REGION1,LNDAGRBC1C03,22,2045,4.6222
REGION1,LNDAGRBC1C03,22,2046,4.6778
REGION1,LNDAGRBC1C03,22,2047,4.7222
REGION1,LNDAGRBC1C03,22,2048,4.7778
REGION1,LNDAGRBC1C03,22,2049,4.8333
REGION1,LNDAGRBC1C03,22,2050,4.8889
REGION1,LNDAGRBC1C03,9,2028,0.0191
REGION1,LNDAGRBC1C03,9,2029,0.0181
REGION1,LNDAGRBC1C03,9,2030,0.0151
REGION1,LNDAGRBC1C03,9,2031,0.0121
REGION1,LNDAGRBC1C03,9,2032,0.0091
REGION1,LNDAGRBC1C03,9,2033,0.006
REGION1,LNDAGRBC1C03,9,2034,0.003
REGION1,LNDAGRBC1C03,47,2031,0.0002
REGION1,LNDAGRBC1C03,47,2032,0.0002
REGION1,LNDAGRBC1C03,47,2033,0.0001
REGION1,LNDAGRBC1C03,47,2034,0.0001
REGION1,LNDAGRBC1C03,13,2020,0.1402
REGION1,LNDAGRBC1C03,13,2021,0.1309
REGION1,LNDAGRBC1C03,13,2022,0.1215
REGION1,LNDAGRBC1C03,13,2023,0.1122
REGION1,LNDAGRBC1C03,13,2024,0.1028
REGION1,LNDAGRBC1C03,13,2025,0.0935
REGION1,LNDAGRBC1C03,13,2026,0.0841
REGION1,LNDAGRBC1C03,13,2027,0.0748
REGION1,LNDAGRBC1C03,13,2028,0.0654
REGION1,LNDAGRBC1C03,13,2029,0.0561
REGION1,LNDAGRBC1C03,13,2030,0.0467
REGION1,LNDAGRBC1C03,13,2031,0.0374
REGION1,LNDAGRBC1C03,13,2032,0.028
REGION1,LNDAGRBC1C03,13,2033,0.0187
REGION1,LNDAGRBC1C03,13,2034,0.0093
REGION1,LNDAGRBC1C03,12,2020,0.0004
REGION1,LNDAGRBC1C03,12,2021,0.0003
REGION1,LNDAGRBC1C03,12,2022,0.0003
REGION1,LNDAGRBC1C03,12,2023,0.0003
REGION1,LNDAGRBC1C03,12,2024,0.0003
REGION1,LNDAGRBC1C03,12,2025,0.0002
REGION1,LNDAGRBC1C03,12,2026,0.0002
REGION1,LNDAGRBC1C03,12,2027,0.0002
REGION1,LNDAGRBC1C03,12,2028,0.0002
REGION1,LNDAGRBC1C03,12,2029,0.0001
REGION1,LNDAGRBC1C03,12,2030,0.0001
REGION1,LNDAGRBC1C03,12,2031,0.0001
REGION1,LNDAGRBC1C03,12,2032,0.0001
REGION1,LNDAGRBC1C03,12,2033,0.0
REGION1,LNDAGRBC1C03,12,2034,0.0
REGION1,LNDAGRBC1C03,27,2023,0.0003
REGION1,LNDAGRBC1C03,27,2024,0.0003
REGION1,LNDAGRBC1C03,27,2025,0.0003
REGION1,LNDAGRBC1C03,27,2026,0.0002
REGION1,LNDAGRBC1C03,27,2027,0.0002
REGION1,LNDAGRBC1C03,27,2028,0.0002
REGION1,LNDAGRBC1C03,27,2029,0.0002
REGION1,LNDAGRBC1C03,27,2030,0.0001
REGION1,LNDAGRBC1C03,27,2031,0.0001
REGION1,LNDAGRBC1C03,27,2032,0.0001
REGION1,LNDAGRBC1C03,27,2033,0.0
REGION1,LNDAGRBC1C03,27,2034,0.0
REGION1,LNDAGRBC1C03,17,2024,0.0004
REGION1,LNDAGRBC1C03,17,2025,0.0004
REGION1,LNDAGRBC1C03,17,2026,0.0003
REGION1,LNDAGRBC1C03,17,2027,0.0003
REGION1,LNDAGRBC1C03,17,2028,0.0003
REGION1,LNDAGRBC1C03,17,2029,0.0002
REGION1,LNDAGRBC1C03,17,2030,0.0002
REGION1,LNDAGRBC1C03,17,2031,0.0001
REGION1,LNDAGRBC1C03,17,2032,0.0001
REGION1,LNDAGRBC1C03,17,2033,0.0001
REGION1,LNDAGRBC1C03,17,2034,0.0
REGION1,LNDAGRBC1C03,55,2020,2.2319
REGION1,LNDAGRBC1C03,55,2021,2.2319
REGION1,LNDAGRBC1C03,55,2022,2.2319
REGION1,LNDAGRBC1C03,55,2023,2.2319
REGION1,LNDAGRBC1C03,55,2024,2.2319
REGION1,LNDAGRBC1C03,55,2025,2.2319
REGION1,LNDAGRBC1C03,55,2026,2.2319
REGION1,LNDAGRBC1C03,55,2027,2.2319
REGION1,LNDAGRBC1C03,55,2028,2.2319
REGION1,LNDAGRBC1C03,55,2029,2.2319
REGION1,LNDAGRBC1C03,55,2030,2.2319
REGION1,LNDAGRBC1C03,55,2031,2.2319
REGION1,LNDAGRBC1C03,55,2032,2.2319
REGION1,LNDAGRBC1C03,55,2033,2.2319
REGION1,LNDAGRBC1C03,55,2034,2.2319
REGION1,LNDAGRBC1C03,55,2035,2.2319
REGION1,LNDAGRBC1C03,55,2036,2.2319
REGION1,LNDAGRBC1C03,55,2037,2.2319
REGION1,LNDAGRBC1C03,55,2038,2.2319
REGION1,LNDAGRBC1C03,55,2039,2.2319
REGION1,LNDAGRBC1C03,55,2040,2.2319
REGION1,LNDAGRBC1C03,55,2041,2.2319
REGION1,LNDAGRBC1C03,55,2042,2.2319
REGION1,LNDAGRBC1C03,55,2043,2.2319
REGION1,LNDAGRBC1C03,55,2044,2.2319
REGION1,LNDAGRBC1C03,55,2045,2.2319
REGION1,LNDAGRBC1C03,55,2046,2.2319
REGION1,LNDAGRBC1C03,55,2047,2.2319
REGION1,LNDAGRBC1C03,55,2048,2.2319
REGION1,LNDAGRBC1C03,55,2049,2.2319
REGION1,LNDAGRBC1C03,55,2050,2.2319
REGION1,LNDAGRBC1C03,19,2024,0.0177
REGION1,LNDAGRBC1C03,19,2025,0.0357
REGION1,LNDAGRBC1C03,19,2026,0.0321
REGION1,LNDAGRBC1C03,19,2027,0.0286
REGION1,LNDAGRBC1C03,19,2028,0.025
REGION1,LNDAGRBC1C03,19,2029,0.0214
REGION1,LNDAGRBC1C03,19,2030,0.0178
REGION1,LNDAGRBC1C03,19,2031,0.0143
REGION1,LNDAGRBC1C03,19,2032,0.0107
REGION1,LNDAGRBC1C03,19,2033,0.0071
REGION1,LNDAGRBC1C03,19,2034,0.0036
REGION1,LNDAGRBC1C03,8,2020,0.0775
REGION1,LNDAGRBC1C03,8,2021,0.0738
REGION1,LNDAGRBC1C03,8,2022,0.08
REGION1,LNDAGRBC1C03,8,2023,0.0875
REGION1,LNDAGRBC1C03,8,2024,0.085
REGION1,LNDAGRBC1C03,8,2025,0.0875
REGION1,LNDAGRBC1C03,8,2026,0.0912
REGION1,LNDAGRBC1C03,8,2027,0.095
REGION1,LNDAGRBC1C03,8,2028,0.0847
REGION1,LNDAGRBC1C03,8,2029,0.0866
REGION1,LNDAGRBC1C03,8,2030,0.0923
REGION1,LNDAGRBC1C03,8,2031,0.0969
REGION1,LNDAGRBC1C03,8,2032,0.1014
REGION1,LNDAGRBC1C03,8,2033,0.1059
REGION1,LNDAGRBC1C03,8,2034,0.1105
REGION1,LNDAGRBC1C03,8,2035,0.115
REGION1,LNDAGRBC1C03,8,2036,0.1175
REGION1,LNDAGRBC1C03,8,2037,0.12
REGION1,LNDAGRBC1C03,8,2038,0.1225
REGION1,LNDAGRBC1C03,8,2039,0.1262
REGION1,LNDAGRBC1C03,8,2040,0.1288
REGION1,LNDAGRBC1C03,8,2041,0.1312
REGION1,LNDAGRBC1C03,8,2042,0.1338
REGION1,LNDAGRBC1C03,8,2043,0.1362
REGION1,LNDAGRBC1C03,8,2044,0.1388
REGION1,LNDAGRBC1C03,8,2045,0.1412
REGION1,LNDAGRBC1C03,8,2046,0.1438
REGION1,LNDAGRBC1C03,8,2047,0.1462
REGION1,LNDAGRBC1C03,8,2048,0.1488
REGION1,LNDAGRBC1C03,8,2049,0.1512
REGION1,LNDAGRBC1C03,8,2050,0.155
REGION1,LNDAGRBC1C03,15,2020,16.8115
REGION1,LNDAGRBC1C03,15,2021,16.8115
REGION1,LNDAGRBC1C03,15,2022,16.3225
REGION1,LNDAGRBC1C03,15,2023,16.8115
REGION1,LNDAGRBC1C03,15,2024,16.8115
REGION1,LNDAGRBC1C03,15,2025,16.8115
REGION1,LNDAGRBC1C03,15,2026,16.8115
REGION1,LNDAGRBC1C03,15,2031,0.0605
REGION1,LNDAGRBC1C03,6,2028,0.0009
REGION1,LNDAGRBC1C03,6,2029,0.0007
REGION1,LNDAGRBC1C03,6,2030,0.0006
REGION1,LNDAGRBC1C03,6,2031,0.0005
REGION1,LNDAGRBC1C03,6,2032,0.0004
REGION1,LNDAGRBC1C03,6,2033,0.0002
REGION1,LNDAGRBC1C03,6,2034,0.0001
REGION1,LNDAGRBC1C03,31,2020,0.0001
REGION1,LNDAGRBC1C03,31,2021,0.0001
REGION1,LNDAGRBC1C03,31,2022,0.0001
REGION1,LNDAGRBC1C03,31,2023,0.0001
REGION1,LNDAGRBC1C03,31,2024,0.0001
REGION1,LNDAGRBC1C03,31,2025,0.0001
REGION1,LNDAGRBC1C03,31,2026,0.0001
REGION1,LNDAGRBC1C03,31,2027,0.0001
REGION1,LNDAGRBC1C03,31,2028,0.0001
REGION1,LNDAGRBC1C03,31,2029,0.0001
REGION1,LNDAGRBC1C03,31,2030,0.0001
REGION1,LNDAGRBC1C03,31,2031,0.0001
REGION1,LNDAGRBC1C03,31,2032,0.0
REGION1,LNDAGRBC1C03,31,2033,0.0
REGION1,LNDAGRBC1C03,31,2034,0.0
REGION1,LNDAGRBC1C03,31,2035,0.0002
REGION1,LNDAGRBC1C03,31,2036,0.0002
REGION1,LNDAGRBC1C03,31,2037,0.0002
REGION1,LNDAGRBC1C03,31,2038,0.0002
REGION1,LNDAGRBC1C03,31,2039,0.0002
REGION1,LNDAGRBC1C03,31,2040,0.0002
REGION1,LNDAGRBC1C03,31,2041,0.0002
REGION1,LNDAGRBC1C03,31,2042,0.0002
REGION1,LNDAGRBC1C03,31,2043,0.0002
REGION1,LNDAGRBC1C03,31,2044,0.0002
REGION1,LNDAGRBC1C03,31,2045,0.0002
REGION1,LNDAGRBC1C03,31,2046,0.0002
REGION1,LNDAGRBC1C03,31,2047,0.0002
REGION1,LNDAGRBC1C03,31,2048,0.0002
REGION1,LNDAGRBC1C03,31,2049,0.0002
REGION1,LNDAGRBC1C03,31,2050,0.0002
REGION1,LNDAGRBC1C03,48,2020,0.0638
REGION1,LNDAGRBC1C03,48,2021,0.0975
REGION1,LNDAGRBC1C03,48,2022,0.0988
REGION1,LNDAGRBC1C03,48,2023,0.1
REGION1,LNDAGRBC1C03,48,2024,0.1
REGION1,LNDAGRBC1C03,48,2025,0.1013
REGION1,LNDAGRBC1C03,48,2026,0.1025
