r,t,y,AccumulatedNewCapacity
REGION1,LNDAGRBC1C06,2024,3.4554
REGION1,LNDAGRBC1C06,2025,3.456
REGION1,LNDAGRBC1C06,2026,3.4566
REGION1,LNDAGRBC1C06,2027,3.4571
REGION1,LNDAGRBC1C06,2028,3.4576
REGION1,LNDAGRBC1C06,2029,3.4582
REGION1,LNDAGRBC1C06,2030,3.4587
REGION1,LNDAGRBC1C06,2031,3.4593
REGION1,LNDAGRBC1C06,2032,3.4598
REGION1,LNDAGRBC1C06,2033,3.4604
REGION1,LNDAGRBC1C06,2034,3.461
REGION1,LNDAGRBC1C06,2035,3.4615
REGION1,LNDAGRBC1C06,2036,3.4621
REGION1,LNDAGRBC1C06,2037,3.4627
REGION1,LNDAGRBC1C06,2038,3.4633
REGION1,LNDAGRBC1C06,2039,3.4639
REGION1,LNDAGRBC1C06,2040,3.4645
REGION1,LNDAGRBC1C06,2041,3.4651
REGION1,LNDAGRBC1C06,2042,3.4657
REGION1,LNDAGRBC1C06,2043,3.4665
REGION1,LNDAGRBC1C06,2044,3.4671
REGION1,LNDAGRBC1C06,2045,3.4677
REGION1,LNDAGRBC1C06,2046,3.4684
REGION1,LNDAGRBC1C06,2047,3.469
REGION1,LNDAGRBC1C06,2048,3.4697
REGION1,LNDAGRBC1C06,2049,3.4704
REGION1,LNDAGRBC1C06,2050,3.4711
REGION1,LNDAGRBC1C07,2020,13.1873
REGION1,LNDAGRBC1C07,2021,13.1894
REGION1,LNDAGRBC1C07,2022,13.1915
REGION1,LNDAGRBC1C07,2023,13.1937
REGION1,LNDAGRBC1C07,2024,13.1958
REGION1,LNDAGRBC1C07,2025,13.1981
REGION1,LNDAGRBC1C07,2026,13.2003
REGION1,LNDAGRBC1C07,2027,13.2025
REGION1,LNDAGRBC1C07,2028,13.2048
REGION1,LNDAGRBC1C07,2029,13.2072
REGION1,LNDAGRBC1C07,2030,13.2095
REGION1,LNDAGRBC1C07,2031,13.2118
REGION1,LNDAGRBC1C07,2032,13.2142
REGION1,LNDAGRBC1C07,2033,13.2166
REGION1,LNDAGRBC1C07,2034,13.219
REGION1,LNDAGRBC1C07,2035,13.2215
REGION1,LNDAGRBC1C07,2036,13.2239
REGION1,LNDAGRBC1C07,2037,13.2265
REGION1,LNDAGRBC1C07,2038,13.229
REGION1,LNDAGRBC1C07,2039,13.2316
REGION1,LNDAGRBC1C07,2040,13.2341
REGION1,LNDAGRBC1C07,2041,13.2368
REGION1,LNDAGRBC1C07,2042,13.2395
REGION1,LNDAGRBC1C07,2043,13.2421
REGION1,LNDAGRBC1C07,2044,13.2448
REGION1,LNDAGRBC1C07,2045,13.2476
REGION1,LNDAGRBC1C07,2046,13.2504
REGION1,LNDAGRBC1C07,2047,13.2531
REGION1,LNDAGRBC1C07,2048,13.2559
REGION1,LNDAGRBC1C07,2049,13.2589
REGION1,LNDAGRBC1C07,2050,13.2617
REGION1,LNDALFHIBC1,2025,0.2334
REGION1,LNDALFHIBC1,2026,0.4746
REGION1,LNDALFHIBC1,2027,0.7158
REGION1,LNDALFHIBC1,2028,0.9569
REGION1,LNDALFHIBC1,2029,1.1903
REGION1,LNDALFHIBC1,2030,1.4315
REGION1,LNDALFHIBC1,2031,1.6727
REGION1,LNDALFHIBC1,2032,1.9061
REGION1,LNDALFHIBC1,2033,2.1473
REGION1,LNDALFHIBC1,2034,2.3884
REGION1,LNDALFHIBC1,2035,9.9599
REGION1,LNDALFHIBC1,2036,10.6285
REGION1,LNDALFHIBC1,2037,10.8774
REGION1,LNDALFHIBC1,2038,11.1341
REGION1,LNDALFHIBC1,2039,11.3831
REGION1,LNDALFHIBC1,2040,11.3986
REGION1,LNDALFHIBC1,2041,11.4141
REGION1,LNDALFHIBC1,2042,11.4297
REGION1,LNDALFHIBC1,2043,11.4375
REGION1,LNDALFHIBC1,2044,11.453
REGION1,LNDALFHIBC1,2045,11.4685
REGION1,LNDALFHIBC1,2046,11.4763
REGION1,LNDALFHIBC1,2047,11.4918
REGION1,LNDALFHIBC1,2048,11.5074
REGION1,LNDALFHIBC1,2049,11.5229
REGION1,LNDALFHIBC1,2050,11.5307
REGION1,LNDALFLRBC1,2020,20.2753
REGION1,LNDALFLRBC1,2021,22.1029
REGION1,LNDALFLRBC1,2022,22.7485
REGION1,LNDALFLRBC1,2023,23.4156
REGION1,LNDALFLRBC1,2024,24.0827
REGION1,LNDALFLRBC1,2025,24.0827
REGION1,LNDALFLRBC1,2026,24.0827
REGION1,LNDALFLRBC1,2027,24.0827
REGION1,LNDALFLRBC1,2028,24.0827
REGION1,LNDALFLRBC1,2029,24.0827
REGION1,LNDALFLRBC1,2030,24.0827
REGION1,LNDALFLRBC1,2031,24.0827
REGION1,LNDALFLRBC1,2032,24.0827
REGION1,LNDALFLRBC1,2033,24.0827
REGION1,LNDALFLRBC1,2034,24.0827
REGION1,LNDALFLRBC1,2035,3.8074
REGION1,LNDALFLRBC1,2036,1.9798
REGION1,LNDALFLRBC1,2037,1.3342
REGION1,LNDALFLRBC1,2038,0.6671
REGION1,LNDBARBC1,2020,149.8406
REGION1,LNDBARBC1,2021,149.8406
REGION1,LNDBARBC1,2022,149.8406
REGION1,LNDBARBC1,2023,149.8406
REGION1,LNDBARBC1,2024,149.8406
REGION1,LNDBARBC1,2025,149.8406
REGION1,LNDBARBC1,2026,149.8406
REGION1,LNDBARBC1,2027,149.8406
REGION1,LNDBARBC1,2028,149.8406
REGION1,LNDBARBC1,2029,149.8406
REGION1,LNDBARBC1,2030,149.8406
REGION1,LNDBARBC1,2031,149.8406
REGION1,LNDBARBC1,2032,149.8406
REGION1,LNDBARBC1,2033,149.8406
REGION1,LNDBARBC1,2034,149.8406
REGION1,LNDBARBC1,2035,149.8406
REGION1,LNDBARBC1,2036,149.8406
REGION1,LNDBARBC1,2037,149.8406
REGION1,LNDBARBC1,2038,149.8406
REGION1,LNDBARBC1,2039,149.8406
REGION1,LNDBARBC1,2040,149.8406
REGION1,LNDBARBC1,2041,149.8406
REGION1,LNDBARBC1,2042,149.8406
REGION1,LNDBARBC1,2043,149.8406
REGION1,LNDBARBC1,2044,149.8406
REGION1,LNDBARBC1,2045,149.8406
REGION1,LNDBARBC1,2046,149.8406
REGION1,LNDBARBC1,2047,149.8406
REGION1,LNDBARBC1,2048,149.8406
REGION1,LNDBARBC1,2049,149.8406
REGION1,LNDBARBC1,2050,149.8406
REGION1,LNDBLTBC1,2020,12.0306
REGION1,LNDBLTBC1,2021,12.0732
REGION1,LNDBLTBC1,2022,12.1161
REGION1,LNDBLTBC1,2023,12.1596
REGION1,LNDBLTBC1,2024,12.2099
REGION1,LNDBLTBC1,2025,12.4788
REGION1,LNDBLTBC1,2026,12.5274
REGION1,LNDBLTBC1,2027,12.5743
REGION1,LNDBLTBC1,2028,12.6214
REGION1,LNDBLTBC1,2029,12.6689
REGION1,LNDBLTBC1,2030,12.718
REGION1,LNDBLTBC1,2031,12.7679
REGION1,LNDBLTBC1,2032,12.8183
REGION1,LNDBLTBC1,2033,12.8679
REGION1,LNDBLTBC1,2034,12.9177
REGION1,LNDBLTBC1,2035,12.9682
REGION1,LNDBLTBC1,2036,13.0191
REGION1,LNDBLTBC1,2037,13.0708
REGION1,LNDBLTBC1,2038,13.13
REGION1,LNDBLTBC1,2039,13.1928
REGION1,LNDBLTBC1,2040,13.2435
REGION1,LNDBLTBC1,2041,13.2946
REGION1,LNDBLTBC1,2042,13.3463
REGION1,LNDBLTBC1,2043,13.3977
REGION1,LNDBLTBC1,2044,13.4506
REGION1,LNDBLTBC1,2045,13.504
REGION1,LNDBLTBC1,2046,13.5866
REGION1,LNDBLTBC1,2047,13.6698
REGION1,LNDBLTBC1,2048,13.7535
REGION1,LNDBLTBC1,2049,13.8379
REGION1,LNDBLTBC1,2050,13.9229
REGION1,LNDBRLHRBC1,2029,0.0141
REGION1,LNDBRLHRBC1,2030,0.0322
REGION1,LNDBRLHRBC1,2031,0.049
REGION1,LNDBRLHRBC1,2032,0.0658
REGION1,LNDBRLHRBC1,2033,0.0826
REGION1,LNDBRLHRBC1,2034,0.0994
REGION1,LNDBRLHRBC1,2035,0.1162
REGION1,LNDBRLHRBC1,2036,0.1187
REGION1,LNDBRLHRBC1,2037,0.1212
REGION1,LNDBRLHRBC1,2038,0.1237
REGION1,LNDBRLHRBC1,2039,0.1275
REGION1,LNDBRLHRBC1,2040,0.1301
REGION1,LNDBRLHRBC1,2041,0.1326
REGION1,LNDBRLHRBC1,2042,0.1351
REGION1,LNDBRLHRBC1,2043,0.1376
REGION1,LNDBRLHRBC1,2044,0.1402
REGION1,LNDBRLHRBC1,2045,0.1427
REGION1,LNDBRLHRBC1,2046,0.1452
REGION1,LNDBRLHRBC1,2047,0.1477
REGION1,LNDBRLHRBC1,2048,0.1503
REGION1,LNDBRLHRBC1,2049,0.1528
REGION1,LNDBRLHRBC1,2050,0.1566
REGION1,LNDFORBC1,2020,523.6845
REGION1,LNDFORBC1,2021,518.3683
REGION1,LNDFORBC1,2022,518.3812
REGION1,LNDFORBC1,2023,517.3225
REGION1,LNDFORBC1,2024,516.6372
REGION1,LNDFORBC1,2025,516.3666
REGION1,LNDFORBC1,2026,516.1161
REGION1,LNDFORBC1,2027,528.2881
REGION1,LNDFORBC1,2028,527.9091
REGION1,LNDFORBC1,2029,527.6758
REGION1,LNDFORBC1,2030,527.5007
REGION1,LNDFORBC1,2031,527.152
REGION1,LNDFORBC1,2032,527.1817
REGION1,LNDFORBC1,2033,526.9635
REGION1,LNDFORBC1,2034,526.8388
REGION1,LNDFORBC1,2035,539.5775
REGION1,LNDFORBC1,2036,540.3752
REGION1,LNDFORBC1,2037,540.4756
REGION1,LNDFORBC1,2038,540.6608
REGION1,LNDFORBC1,2039,540.9283
REGION1,LNDFORBC1,2040,540.7491
REGION1,LNDFORBC1,2041,540.4784
REGION1,LNDFORBC1,2042,540.2312
REGION1,LNDFORBC1,2043,539.9691
REGION1,LNDFORBC1,2044,539.7312
REGION1,LNDFORBC1,2045,539.4876
REGION1,LNDFORBC1,2046,539.2201
REGION1,LNDFORBC1,2047,538.9496
REGION1,LNDFORBC1,2048,538.6757
REGION1,LNDFORBC1,2049,538.4083
REGION1,LNDFORBC1,2050,538.1347
REGION1,LNDGRSBC1,2020,160.5092
REGION1,LNDGRSBC1,2021,160.5092
REGION1,LNDGRSBC1,2022,160.5092
REGION1,LNDGRSBC1,2023,160.5092
REGION1,LNDGRSBC1,2024,160.5092
REGION1,LNDGRSBC1,2025,160.5092
REGION1,LNDGRSBC1,2026,160.5092
REGION1,LNDGRSBC1,2027,160.5092
REGION1,LNDGRSBC1,2028,160.5092
REGION1,LNDGRSBC1,2029,160.5092
REGION1,LNDGRSBC1,2030,160.5092
REGION1,LNDGRSBC1,2031,160.5092
REGION1,LNDGRSBC1,2032,160.5092
REGION1,LNDGRSBC1,2033,160.5092
REGION1,LNDGRSBC1,2034,160.5092
REGION1,LNDGRSBC1,2035,160.5092
REGION1,LNDGRSBC1,2036,160.5092
REGION1,LNDGRSBC1,2037,160.5092
REGION1,LNDGRSBC1,2038,160.5092
REGION1,LNDGRSBC1,2039,160.5092
REGION1,LNDGRSBC1,2040,160.5092
REGION1,LNDGRSBC1,2041,160.5092
REGION1,LNDGRSBC1,2042,160.5092
REGION1,LNDGRSBC1,2043,160.5092
REGION1,LNDGRSBC1,2044,160.5092
REGION1,LNDGRSBC1,2045,160.5092
REGION1,LNDGRSBC1,2046,160.5092
REGION1,LNDGRSBC1,2047,160.5092
REGION1,LNDGRSBC1,2048,160.5092
REGION1,LNDGRSBC1,2049,160.5092
REGION1,LNDGRSBC1,2050,160.5092
REGION1,LNDMAIHIBC1,2021,3.1596
REGION1,LNDMAIHIBC1,2022,3.1596
REGION1,LNDMAIHIBC1,2023,3.2189
REGION1,LNDMAIHIBC1,2024,3.3482
REGION1,LNDMAIHIBC1,2025,3.358
REGION1,LNDMAIHIBC1,2026,3.5272
REGION1,LNDMAIHIBC1,2027,8.2424
REGION1,LNDMAIHIBC1,2028,8.5046
REGION1,LNDMAIHIBC1,2029,8.6738
REGION1,LNDMAIHIBC1,2030,8.7234
REGION1,LNDMAIHIBC1,2031,8.9023
REGION1,LNDMAIHIBC1,2032,8.9023
REGION1,LNDMAIHIBC1,2033,9.0316
REGION1,LNDMAIHIBC1,2034,9.0679
REGION1,LNDMAIHIBC1,2035,9.1839
REGION1,LNDMAIHIBC1,2036,9.4099
REGION1,LNDMAIHIBC1,2037,9.5827
REGION1,LNDMAIHIBC1,2038,9.689
REGION1,LNDMAIHIBC1,2039,9.7023
REGION1,LNDMAIHIBC1,2040,9.7554
REGION1,LNDMAIHIBC1,2041,9.8884
REGION1,LNDMAIHIBC1,2042,10.008
REGION1,LNDMAIHIBC1,2043,10.1276
REGION1,LNDMAIHIBC1,2044,10.2339
REGION1,LNDMAIHIBC1,2045,10.3402
REGION1,LNDMAIHIBC1,2046,10.4466
REGION1,LNDMAIHIBC1,2047,10.5529
REGION1,LNDMAIHIBC1,2048,10.6592
REGION1,LNDMAIHIBC1,2049,10.7523
REGION1,LNDMAIHIBC1,2050,10.8586
REGION1,LNDMAILRBC1,2020,16.9813
REGION1,LNDMAILRBC1,2021,16.9813
REGION1,LNDMAILRBC1,2022,16.9813
REGION1,LNDMAILRBC1,2023,16.9813
REGION1,LNDMAILRBC1,2024,16.9813
REGION1,LNDMAILRBC1,2025,16.9813
REGION1,LNDMAILRBC1,2026,16.9813
REGION1,LNDMAILRBC1,2027,16.9813
REGION1,LNDMAILRBC1,2028,16.9813
REGION1,LNDMAILRBC1,2029,16.9813
REGION1,LNDMAILRBC1,2030,16.9813
REGION1,LNDMAILRBC1,2031,16.9813
REGION1,LNDMAILRBC1,2032,16.9813
REGION1,LNDMAILRBC1,2033,16.9813
REGION1,LNDMAILRBC1,2034,16.9813
REGION1,LNDOATHIBC1,2025,0.007
REGION1,LNDOATHIBC1,2026,0.0252
REGION1,LNDOATHIBC1,2027,0.0433
REGION1,LNDOATHIBC1,2028,0.0614
REGION1,LNDOATHIBC1,2029,0.0818
REGION1,LNDOATHIBC1,2030,0.0999
REGION1,LNDOATHIBC1,2031,0.1181
REGION1,LNDOATHIBC1,2032,0.1385
REGION1,LNDOATHIBC1,2033,0.1566
REGION1,LNDOATHIBC1,2034,0.1747
REGION1,LNDOATHIBC1,2035,0.1928
REGION1,LNDOATHIBC1,2036,0.1974
REGION1,LNDOATHIBC1,2037,0.1997
REGION1,LNDOATHIBC1,2038,0.202
REGION1,LNDOATHIBC1,2039,0.2066
REGION1,LNDOATHIBC1,2040,0.2089
REGION1,LNDOATHIBC1,2041,0.2112
REGION1,LNDOATHIBC1,2042,0.2135
REGION1,LNDOATHIBC1,2043,0.2181
REGION1,LNDOATHIBC1,2044,0.2204
REGION1,LNDOATHIBC1,2045,0.2227
REGION1,LNDOATHIBC1,2046,0.225
REGION1,LNDOATHIBC1,2047,0.2296
REGION1,LNDOATHIBC1,2048,0.2319
REGION1,LNDOATHIBC1,2049,0.2342
REGION1,LNDOATHIBC1,2050,0.2388
REGION1,LNDOTHIIBC1,2020,2.4438
REGION1,LNDOTHIIBC1,2021,2.8996
REGION1,LNDOTHIIBC1,2022,2.9739
REGION1,LNDOTHIIBC1,2023,3.0482
REGION1,LNDOTHIIBC1,2024,3.1449
REGION1,LNDOTHIIBC1,2025,3.1855
REGION1,LNDOTHIIBC1,2026,3.271
REGION1,LNDOTHIIBC1,2027,3.3677
REGION1,LNDOTHIIBC1,2028,3.4869
REGION1,LNDOTHIIBC1,2029,3.5611
REGION1,LNDOTHIIBC1,2030,3.6915
REGION1,LNDOTHIIBC1,2031,3.7995
REGION1,LNDOTHIIBC1,2032,3.8401
REGION1,LNDOTHIIBC1,2033,3.9368
REGION1,LNDOTHIIBC1,2034,4.0335
REGION1,LNDOTHIIBC1,2035,4.1302
REGION1,LNDOTHIIBC1,2036,4.1975
REGION1,LNDOTHIIBC1,2037,4.2536
REGION1,LNDOTHIIBC1,2038,4.2985
REGION1,LNDOTHIIBC1,2039,4.3547
REGION1,LNDOTHIIBC1,2040,4.3996
REGION1,LNDOTHIIBC1,2041,4.4557
REGION1,LNDOTHIIBC1,2042,4.5006
REGION1,LNDOTHIIBC1,2043,4.5679
REGION1,LNDOTHIIBC1,2044,4.6128
REGION1,LNDOTHIIBC1,2045,4.6689
REGION1,LNDOTHIIBC1,2046,4.725
REGION1,LNDOTHIIBC1,2047,4.7699
REGION1,LNDOTHIIBC1,2048,4.826
REGION1,LNDOTHIIBC1,2049,4.8822
REGION1,LNDOTHIIBC1,2050,4.9383
REGION1,LNDPEAHIBC1,2025,0.0131
REGION1,LNDPEAHIBC1,2026,0.0276
REGION1,LNDPEAHIBC1,2027,0.0455
REGION1,LNDPEAHIBC1,2028,0.06
REGION1,LNDPEAHIBC1,2029,0.0779
REGION1,LNDPEAHIBC1,2030,0.0924
REGION1,LNDPEAHIBC1,2031,0.1069
REGION1,LNDPEAHIBC1,2032,0.1248
REGION1,LNDPEAHIBC1,2033,0.1393
REGION1,LNDPEAHIBC1,2034,0.1572
REGION1,LNDPEAHIBC1,2035,0.1717
REGION1,LNDPEAHIBC1,2036,0.1751
REGION1,LNDPEAHIBC1,2037,0.1818
REGION1,LNDPEAHIBC1,2038,0.1852
REGION1,LNDPEAHIBC1,2039,0.1919
REGION1,LNDPEAHIBC1,2040,0.1953
REGION1,LNDPEAHIBC1,2041,0.1987
REGION1,LNDPEAHIBC1,2042,0.2054
REGION1,LNDPEAHIBC1,2043,0.2088
REGION1,LNDPEAHIBC1,2044,0.2155
REGION1,LNDPEAHIBC1,2045,0.2189
REGION1,LNDPEAHIBC1,2046,0.2222
REGION1,LNDPEAHIBC1,2047,0.229
REGION1,LNDPEAHIBC1,2048,0.2323
REGION1,LNDPEAHIBC1,2049,0.2391
REGION1,LNDPEAHIBC1,2050,0.2424
REGION1,LNDPTWHIBC1,2035,0.0002
REGION1,LNDPTWHIBC1,2036,0.0002
REGION1,LNDPTWHIBC1,2037,0.0002
REGION1,LNDPTWHIBC1,2038,0.0002
REGION1,LNDPTWHIBC1,2039,0.0002
REGION1,LNDPTWHIBC1,2040,0.0002
REGION1,LNDPTWHIBC1,2041,0.0002
REGION1,LNDPTWHIBC1,2042,0.0002
REGION1,LNDPTWHIBC1,2043,0.0002
REGION1,LNDPTWHIBC1,2044,0.0002
REGION1,LNDPTWHIBC1,2045,0.0002
REGION1,LNDPTWHIBC1,2046,0.0002
REGION1,LNDPTWHIBC1,2047,0.0002
REGION1,LNDPTWHIBC1,2048,0.0002
REGION1,LNDPTWHIBC1,2049,0.0002
REGION1,LNDPTWHIBC1,2050,0.0002
REGION1,LNDRAPHIBC1,2025,0.0194
REGION1,LNDRAPHIBC1,2026,0.0472
REGION1,LNDRAPHIBC1,2027,0.075
REGION1,LNDRAPHIBC1,2028,0.1001
REGION1,LNDRAPHIBC1,2029,0.1279
REGION1,LNDRAPHIBC1,2030,0.1557
REGION1,LNDRAPHIBC1,2031,0.1808
REGION1,LNDRAPHIBC1,2032,0.2087
REGION1,LNDRAPHIBC1,2033,0.2365
REGION1,LNDRAPHIBC1,2034,0.2616
REGION1,LNDRAPHIBC1,2035,0.2894
REGION1,LNDRAPHIBC1,2036,0.2948
REGION1,LNDRAPHIBC1,2037,0.2976
REGION1,LNDRAPHIBC1,2038,0.303
REGION1,LNDRAPHIBC1,2039,0.3058
REGION1,LNDRAPHIBC1,2040,0.3112
REGION1,LNDRAPHIBC1,2041,0.3167
REGION1,LNDRAPHIBC1,2042,0.3194
REGION1,LNDRAPHIBC1,2043,0.3249
REGION1,LNDRAPHIBC1,2044,0.3303
REGION1,LNDRAPHIBC1,2045,0.3331
REGION1,LNDRAPHIBC1,2046,0.3385
REGION1,LNDRAPHIBC1,2047,0.344
REGION1,LNDRAPHIBC1,2048,0.3467
REGION1,LNDRAPHIBC1,2049,0.3522
REGION1,LNDRAPHIBC1,2050,0.3576
REGION1,LNDRYEHRBC1,2031,0.0001
REGION1,LNDRYEHRBC1,2032,0.0013
REGION1,LNDRYEHRBC1,2033,0.0025
REGION1,LNDRYEHRBC1,2034,0.0037
REGION1,LNDRYEHRBC1,2035,0.0046
REGION1,LNDRYEHRBC1,2036,0.0046
REGION1,LNDRYEHRBC1,2037,0.0046
REGION1,LNDRYEHRBC1,2038,0.0046
REGION1,LNDRYEHRBC1,2039,0.0046
REGION1,LNDRYEHRBC1,2040,0.0046
REGION1,LNDRYEHRBC1,2041,0.0046
REGION1,LNDRYEHRBC1,2042,0.0046
REGION1,LNDRYEHRBC1,2043,0.0046
REGION1,LNDRYEHRBC1,2044,0.0046
REGION1,LNDRYEHRBC1,2045,0.0046
REGION1,LNDRYEHRBC1,2046,0.0045
REGION1,LNDRYEHRBC1,2047,0.0044
REGION1,LNDRYEHRBC1,2048,0.0044
REGION1,LNDRYEHRBC1,2049,0.0044
REGION1,LNDRYEHRBC1,2050,0.0044
REGION1,LNDRYELRBC1,2035,0.0007
REGION1,LNDRYELRBC1,2036,0.0007
REGION1,LNDRYELRBC1,2037,0.0007
REGION1,LNDRYELRBC1,2038,0.0007
REGION1,LNDRYELRBC1,2039,0.0007
REGION1,LNDRYELRBC1,2040,0.0007
REGION1,LNDRYELRBC1,2041,0.0007
REGION1,LNDRYELRBC1,2042,0.0007
REGION1,LNDRYELRBC1,2043,0.0007
REGION1,LNDRYELRBC1,2044,0.0007
REGION1,LNDRYELRBC1,2045,0.0007
REGION1,LNDRYELRBC1,2046,0.0007
REGION1,LNDRYELRBC1,2047,0.0007
REGION1,LNDRYELRBC1,2048,0.0007
REGION1,LNDRYELRBC1,2049,0.0007
REGION1,LNDWATBC1,2020,43.4772
REGION1,LNDWATBC1,2021,43.4772
REGION1,LNDWATBC1,2022,43.4772
REGION1,LNDWATBC1,2023,43.4772
REGION1,LNDWATBC1,2024,43.4772
REGION1,LNDWATBC1,2025,43.4772
REGION1,LNDWATBC1,2026,43.4772
REGION1,LNDWATBC1,2027,43.4772
REGION1,LNDWATBC1,2028,43.4772
REGION1,LNDWATBC1,2029,43.4772
REGION1,LNDWATBC1,2030,43.4772
REGION1,LNDWATBC1,2031,43.4772
REGION1,LNDWATBC1,2032,43.4772
REGION1,LNDWATBC1,2033,43.4772
REGION1,LNDWATBC1,2034,43.4772
REGION1,LNDWATBC1,2035,43.4772
REGION1,LNDWATBC1,2036,43.4772
REGION1,LNDWATBC1,2037,43.4772
REGION1,LNDWATBC1,2038,43.4772
REGION1,LNDWATBC1,2039,43.4772
REGION1,LNDWATBC1,2040,43.4772
REGION1,LNDWATBC1,2041,43.4772
REGION1,LNDWATBC1,2042,43.4772
REGION1,LNDWATBC1,2043,43.4772
REGION1,LNDWATBC1,2044,43.4772
REGION1,LNDWATBC1,2045,43.4772
REGION1,LNDWATBC1,2046,43.4772
REGION1,LNDWATBC1,2047,43.4772
REGION1,LNDWATBC1,2048,43.4772
REGION1,LNDWATBC1,2049,43.4772
REGION1,LNDWATBC1,2050,43.4772
REGION1,LNDWHEHRBC1,2031,0.003
REGION1,LNDWHEHRBC1,2032,0.0309
REGION1,LNDWHEHRBC1,2033,0.0589
REGION1,LNDWHEHRBC1,2034,0.0857
REGION1,LNDWHEHRBC1,2035,0.1136
REGION1,LNDWHEHRBC1,2036,0.1149
REGION1,LNDWHEHRBC1,2037,0.1162
REGION1,LNDWHEHRBC1,2038,0.1174
REGION1,LNDWHEHRBC1,2039,0.1187
REGION1,LNDWHEHRBC1,2040,0.1199
REGION1,LNDWHEHRBC1,2041,0.1212
REGION1,LNDWHEHRBC1,2042,0.1225
REGION1,LNDWHEHRBC1,2043,0.1225
REGION1,LNDWHEHRBC1,2044,0.1237
REGION1,LNDWHEHRBC1,2045,0.125
REGION1,LNDWHEHRBC1,2046,0.1263
REGION1,LNDWHEHRBC1,2047,0.1275
REGION1,LNDWHEHRBC1,2048,0.1288
REGION1,LNDWHEHRBC1,2049,0.1301
REGION1,LNDWHEHRBC1,2050,0.1313
REGION1,MINLNDBC1,2020,934.3434
REGION1,MINLNDBC1,2021,934.3434
REGION1,MINLNDBC1,2022,934.3434
REGION1,MINLNDBC1,2023,934.3434
REGION1,MINLNDBC1,2024,934.3434
REGION1,MINLNDBC1,2025,934.3434
REGION1,MINLNDBC1,2026,934.3434
REGION1,MINLNDBC1,2027,934.3434
REGION1,MINLNDBC1,2028,934.3434
REGION1,MINLNDBC1,2029,934.3434
REGION1,MINLNDBC1,2030,934.3434
REGION1,MINLNDBC1,2031,934.3434
REGION1,MINLNDBC1,2032,934.3434
REGION1,MINLNDBC1,2033,934.3434
REGION1,MINLNDBC1,2034,934.3434
REGION1,MINLNDBC1,2035,934.3434
REGION1,MINLNDBC1,2036,934.3434
REGION1,MINLNDBC1,2037,934.3434
REGION1,MINLNDBC1,2038,934.3434
REGION1,MINLNDBC1,2039,934.3434
REGION1,MINLNDBC1,2040,934.3434
REGION1,MINLNDBC1,2041,934.3434
REGION1,MINLNDBC1,2042,934.3434
REGION1,MINLNDBC1,2043,934.3434
REGION1,MINLNDBC1,2044,934.3434
REGION1,MINLNDBC1,2045,934.3434
REGION1,MINLNDBC1,2046,934.3434
REGION1,MINLNDBC1,2047,934.3434
REGION1,MINLNDBC1,2048,934.3434
REGION1,MINLNDBC1,2049,934.3434
REGION1,MINLNDBC1,2050,934.3434
REGION1,MINNGS,2020,396.6364
REGION1,MINNGS,2021,396.6364
REGION1,MINNGS,2022,396.6364
REGION1,MINNGS,2023,396.6364
REGION1,MINNGS,2024,417.7013
REGION1,MINNGS,2025,425.3636
REGION1,MINNGS,2026,451.3535
REGION1,MINNGS,2027,452.8788
REGION1,MINNGS,2028,452.8788
REGION1,MINNGS,2029,452.8788
REGION1,MINNGS,2030,455.0808
REGION1,MINNGS,2031,474.505
REGION1,MINNGS,2032,484.7879
REGION1,MINNGS,2033,484.7879
REGION1,MINNGS,2034,484.7879
REGION1,MINNGS,2035,484.7879
REGION1,MINNGS,2036,484.7879
REGION1,MINNGS,2037,484.7879
REGION1,MINNGS,2038,484.7879
REGION1,MINNGS,2039,484.7879
REGION1,MINNGS,2040,484.7879
REGION1,MINNGS,2041,484.7879
REGION1,MINNGS,2042,484.7879
REGION1,MINNGS,2043,484.7879
REGION1,MINNGS,2044,484.7879
REGION1,MINNGS,2045,484.7879
REGION1,MINNGS,2046,484.7879
REGION1,MINNGS,2047,484.7879
REGION1,MINNGS,2048,484.7879
REGION1,MINNGS,2049,484.7879
REGION1,MINNGS,2050,484.7879
REGION1,MINPRCBC1,2020,703.4104
REGION1,MINPRCBC1,2021,711.1966
REGION1,MINPRCBC1,2022,711.155
REGION1,MINPRCBC1,2023,712.6881
REGION1,MINPRCBC1,2024,713.6629
REGION1,MINPRCBC1,2025,713.7072
REGION1,MINPRCBC1,2026,714.046
REGION1,MINPRCBC1,2027,696.1334
REGION1,MINPRCBC1,2028,696.6578
REGION1,MINPRCBC1,2029,696.9745
REGION1,MINPRCBC1,2030,697.2037
REGION1,MINPRCBC1,2031,697.6876
REGION1,MINPRCBC1,2032,697.6149
REGION1,MINPRCBC1,2033,697.9081
REGION1,MINPRCBC1,2034,698.0644
REGION1,MINPRCBC1,2035,679.3106
REGION1,MINPRCBC1,2036,678.1102
REGION1,MINPRCBC1,2037,677.9341
REGION1,MINPRCBC1,2038,677.6232
REGION1,MINPRCBC1,2039,677.1861
REGION1,MINPRCBC1,2040,677.4242
REGION1,MINPRCBC1,2041,677.7964
REGION1,MINPRCBC1,2042,678.1417
REGION1,MINPRCBC1,2043,678.4948
REGION1,MINPRCBC1,2044,678.8181
REGION1,MINPRCBC1,2045,679.1494
REGION1,MINPRCBC1,2046,679.4738
REGION1,MINPRCBC1,2047,679.8022
